Name,Passing,Vision,Crossing,Short_Pass,Long_Pass,Curve,Volleys
Daniel Pedersen,52.166666666666664,53.0,53.0,65.0,64.0,39.0,39.0
Frederik Helstrup,42.0,25.0,43.0,56.0,53.0,42.0,33.0
Yuki Otsu,63.666666666666664,63.0,63.0,70.0,57.0,71.0,58.0
Brice Samba,17.166666666666668,14.0,10.0,31.0,21.0,14.0,13.0
Ján Novota,15.666666666666666,12.0,9.0,29.0,25.0,9.0,10.0
Stephan Auer,51.5,48.0,64.0,57.0,49.0,48.0,43.0
Carl McHugh,54.833333333333336,56.0,55.0,63.0,60.0,56.0,39.0
Sin Yeong Joon,59.166666666666664,70.0,58.0,62.0,53.0,59.0,53.0
Choi Jong Hoan,58.5,67.0,64.0,62.0,58.0,54.0,46.0
Issiaka Ouédraogo,46.333333333333336,47.0,47.0,54.0,29.0,41.0,60.0
Gus Ledes,66.0,68.0,76.0,71.0,63.0,74.0,44.0
Julian Derstroff,58.666666666666664,62.0,56.0,62.0,48.0,57.0,67.0
Stephen Sama,29.833333333333332,29.0,32.0,41.0,31.0,31.0,15.0
Ben Nugent,33.666666666666664,39.0,19.0,43.0,45.0,28.0,28.0
Krisztián Adorján,63.5,63.0,58.0,73.0,69.0,51.0,67.0
Dimitri Mohamed,59.333333333333336,64.0,65.0,65.0,62.0,49.0,51.0
Charly Charrier,58.5,72.0,58.0,65.0,57.0,52.0,47.0
Masahudu Alhassan,47.833333333333336,47.0,60.0,61.0,56.0,41.0,22.0
Darren Maatsen,50.666666666666664,53.0,60.0,55.0,42.0,51.0,43.0
Michael Fitzgerald,41.0,40.0,51.0,56.0,54.0,23.0,22.0
Raffael Korte,60.333333333333336,61.0,63.0,65.0,62.0,61.0,50.0
Odise Roshi,56.666666666666664,49.0,60.0,62.0,48.0,59.0,62.0
Conor Townsend,57.333333333333336,61.0,63.0,59.0,56.0,64.0,41.0
Torric,57.333333333333336,54.0,59.0,69.0,63.0,46.0,53.0
Louis Laing,41.166666666666664,44.0,29.0,62.0,52.0,40.0,20.0
Alex Schalk,52.0,56.0,43.0,49.0,33.0,65.0,66.0
Elliott Hewitt,50.0,59.0,63.0,61.0,59.0,36.0,22.0
Jake Reeves,57.666666666666664,64.0,57.0,68.0,65.0,45.0,47.0
Adam Smith,20.333333333333332,32.0,14.0,24.0,22.0,18.0,12.0
Scott Wootton,45.5,35.0,57.0,61.0,64.0,23.0,33.0
Carl Wede,59.666666666666664,63.0,63.0,60.0,54.0,67.0,51.0
Petar Filipović,53.333333333333336,48.0,61.0,64.0,61.0,42.0,44.0
Choi Jin Ho,51.333333333333336,59.0,53.0,53.0,45.0,45.0,53.0
David Boo Wiklander,43.5,41.0,43.0,56.0,48.0,44.0,29.0
Marcos Ureña,55.5,59.0,57.0,61.0,46.0,49.0,61.0
Edson Rivera,54.333333333333336,49.0,57.0,61.0,50.0,54.0,55.0
Kgosi Ntlhe,42.166666666666664,41.0,58.0,58.0,57.0,23.0,16.0
Kim Oh Gyu,58.333333333333336,65.0,60.0,63.0,61.0,45.0,56.0
Ko Moo Yeol,56.833333333333336,61.0,58.0,56.0,51.0,52.0,63.0
Joseph Mendes,52.333333333333336,49.0,51.0,55.0,42.0,58.0,59.0
Johan Persson,51.5,57.0,47.0,56.0,60.0,46.0,43.0
Javi Hernández,65.66666666666667,70.0,62.0,67.0,65.0,71.0,59.0
Christopher Wernitznig,58.5,62.0,61.0,57.0,44.0,69.0,58.0
Daniel Offenbacher,64.83333333333333,67.0,61.0,65.0,64.0,74.0,58.0
Erik Cummins,20.166666666666668,12.0,13.0,32.0,36.0,15.0,13.0
Magnar Ødegaard,42.0,43.0,53.0,52.0,47.0,33.0,24.0
Hector Jimenez,62.333333333333336,61.0,68.0,62.0,53.0,74.0,56.0
Dimitri Petratos,63.0,65.0,60.0,66.0,68.0,62.0,57.0
Danny Amankwaa,52.666666666666664,50.0,63.0,60.0,46.0,44.0,53.0
Kim Dong Woo,42.5,64.0,42.0,47.0,45.0,33.0,24.0
Carl Winchester,54.5,58.0,64.0,65.0,61.0,37.0,42.0
Julian Riedel,53.5,43.0,57.0,64.0,60.0,57.0,40.0
Krisztián Simon,57.666666666666664,59.0,61.0,62.0,51.0,62.0,51.0
Eros Schiavon,64.5,62.0,71.0,67.0,68.0,65.0,54.0
Torbjørn Agdestein,45.666666666666664,53.0,26.0,55.0,36.0,49.0,55.0
Emil Scheel,60.833333333333336,66.0,62.0,66.0,63.0,56.0,52.0
Adam Thompson,46.0,50.0,61.0,58.0,52.0,29.0,26.0
Adrian Rakowski,55.166666666666664,64.0,53.0,67.0,64.0,51.0,32.0
Odaïr Fortes,50.0,50.0,49.0,54.0,41.0,51.0,55.0
Nicolao Dumitru,54.666666666666664,54.0,57.0,64.0,40.0,50.0,63.0
Ollie Banks,62.333333333333336,66.0,54.0,65.0,66.0,64.0,59.0
Ronaldo,63.166666666666664,66.0,58.0,66.0,69.0,73.0,47.0
Guillaume Gigliotti,53.333333333333336,56.0,61.0,56.0,51.0,58.0,38.0
Max Ehmer,53.833333333333336,56.0,41.0,59.0,61.0,59.0,47.0
Kieron Freeman,55.666666666666664,53.0,60.0,66.0,61.0,45.0,49.0
Fredrik Haugen,64.33333333333333,70.0,64.0,64.0,62.0,63.0,63.0
Ermin Zec,61.0,54.0,69.0,70.0,54.0,62.0,57.0
Nnamdi Oduamadi,56.0,46.0,58.0,61.0,47.0,62.0,62.0
Ryan Leonard,63.0,62.0,61.0,69.0,67.0,55.0,64.0
Lee Jae Moung,46.666666666666664,45.0,56.0,62.0,57.0,39.0,21.0
Philipp Prosenik,52.0,50.0,41.0,59.0,54.0,54.0,54.0
Milan Lalkovič,58.0,53.0,59.0,59.0,52.0,70.0,55.0
Luke Williams,53.166666666666664,63.0,38.0,64.0,46.0,57.0,51.0
Aymen Belaïd,47.666666666666664,53.0,54.0,64.0,54.0,32.0,29.0
Ercüment Kafkasyalı,20.833333333333332,32.0,23.0,21.0,24.0,12.0,13.0
Jason Banton,56.666666666666664,48.0,56.0,61.0,51.0,63.0,61.0
Orlando Gaona Lugo,56.333333333333336,49.0,64.0,57.0,61.0,52.0,55.0
Jake Forster-Caskey,59.333333333333336,66.0,52.0,66.0,62.0,69.0,41.0
Marco Königs,45.666666666666664,41.0,34.0,56.0,33.0,52.0,58.0
Bruno Martignoni,51.833333333333336,50.0,65.0,62.0,58.0,33.0,43.0
Gernot Trauner,58.666666666666664,62.0,59.0,65.0,60.0,58.0,48.0
Johan Bertilsson,62.0,66.0,62.0,65.0,58.0,64.0,57.0
Kévin Perrot,48.0,52.0,61.0,59.0,61.0,33.0,22.0
Maxime Hautbois,19.833333333333332,13.0,11.0,33.0,35.0,12.0,15.0
Gaël Angoula,50.833333333333336,52.0,64.0,65.0,61.0,32.0,31.0
Nicolas Schindelholz,48.0,46.0,48.0,48.0,52.0,56.0,38.0
Guillermo Allison,22.333333333333332,28.0,18.0,29.0,29.0,18.0,12.0
Erik Moberg,34.833333333333336,46.0,17.0,47.0,55.0,25.0,19.0
Fabrizio Paghera,60.5,67.0,55.0,66.0,67.0,53.0,55.0
Christopher Avevor,48.833333333333336,54.0,56.0,62.0,59.0,29.0,33.0
Pierre Bouby,56.0,52.0,65.0,61.0,63.0,50.0,45.0
Scott Bain,24.666666666666668,50.0,16.0,27.0,24.0,16.0,15.0
Xavier Kouassi,54.666666666666664,65.0,48.0,68.0,65.0,45.0,37.0
Mark Connolly,41.166666666666664,45.0,34.0,64.0,62.0,24.0,18.0
Alexander Faltsetas,61.333333333333336,64.0,63.0,63.0,60.0,63.0,55.0
Lee Nicholls,23.833333333333332,37.0,18.0,34.0,33.0,11.0,10.0
Férébory Doré,53.0,46.0,51.0,61.0,55.0,45.0,60.0
Jakob Orlov,51.5,65.0,40.0,61.0,48.0,41.0,54.0
Amobi Okugo,53.0,56.0,40.0,66.0,56.0,57.0,43.0
Adam Straith,42.666666666666664,51.0,46.0,54.0,43.0,34.0,28.0
Conor McAleny,60.166666666666664,49.0,67.0,67.0,50.0,64.0,64.0
Kamil Al Mousa,51.0,50.0,51.0,61.0,56.0,45.0,43.0
Kim Keun Hoan,51.333333333333336,65.0,37.0,68.0,66.0,33.0,39.0
Luis Gil,63.666666666666664,71.0,50.0,71.0,63.0,70.0,57.0
Nathan Cameron,38.333333333333336,50.0,40.0,58.0,43.0,16.0,23.0
Sandro Wieser,56.833333333333336,60.0,54.0,69.0,62.0,55.0,41.0
Alexander Sánchez,58.833333333333336,69.0,47.0,67.0,63.0,54.0,53.0
Aldo Corzo,47.0,28.0,65.0,59.0,53.0,46.0,31.0
Chris Hussey,60.833333333333336,51.0,72.0,61.0,62.0,72.0,47.0
Scott Fox,18.833333333333332,42.0,18.0,18.0,13.0,17.0,5.0
Tom Parkes,45.833333333333336,47.0,44.0,58.0,54.0,47.0,25.0
Breyner Bonilla,35.5,42.0,40.0,41.0,49.0,21.0,20.0
Evgeniy Bashkirov,59.0,62.0,59.0,64.0,62.0,47.0,60.0
Eldin Hadžić,59.5,59.0,62.0,59.0,57.0,60.0,60.0
Mustapha Dumbuya,54.0,59.0,57.0,59.0,54.0,50.0,45.0
Simon Moore,18.0,31.0,14.0,24.0,11.0,14.0,14.0
Alper Uludağ,61.166666666666664,59.0,62.0,60.0,57.0,69.0,60.0
Subrata Paul,19.833333333333332,27.0,15.0,23.0,22.0,15.0,17.0
Simon Jakobsen,45.333333333333336,35.0,48.0,64.0,57.0,34.0,34.0
Frank Nouble,54.5,62.0,61.0,45.0,40.0,54.0,65.0
Łukasz Burliga,54.0,50.0,58.0,59.0,56.0,58.0,43.0
Filip Kurto,18.166666666666668,24.0,12.0,26.0,24.0,11.0,12.0
José Pierre Vunguidica,50.5,54.0,49.0,50.0,36.0,50.0,64.0
Nassim Ben Khalifa,60.0,67.0,59.0,68.0,65.0,50.0,51.0
Leon Legge,34.333333333333336,49.0,28.0,43.0,40.0,31.0,15.0
Cedric Evina,54.333333333333336,62.0,64.0,66.0,49.0,54.0,31.0
Ľuboš Kamenár,23.666666666666668,34.0,20.0,32.0,32.0,13.0,11.0
Emil Jonassen,58.0,48.0,63.0,68.0,57.0,56.0,56.0
Chris Shields,54.166666666666664,60.0,57.0,63.0,60.0,47.0,38.0
Michael Marrone,45.5,41.0,62.0,61.0,56.0,32.0,21.0
Jermaine Grandison,40.666666666666664,36.0,46.0,57.0,53.0,27.0,25.0
Jed Steer,19.5,42.0,11.0,19.0,22.0,12.0,11.0
Emil Wahlström,42.833333333333336,46.0,43.0,50.0,56.0,40.0,22.0
Emilio Orrantía,57.833333333333336,55.0,64.0,65.0,62.0,54.0,47.0
Jung Hoon,60.5,65.0,58.0,67.0,65.0,50.0,58.0
Kim Young Sin,54.0,51.0,61.0,58.0,51.0,55.0,48.0
Lee Ji Nam,51.333333333333336,59.0,52.0,57.0,55.0,46.0,39.0
Abdullah Ahmed Al Asta,60.833333333333336,55.0,67.0,66.0,59.0,67.0,51.0
Antonio García,48.0,33.0,63.0,62.0,60.0,31.0,39.0
Jung San,21.333333333333332,28.0,11.0,36.0,32.0,10.0,11.0
Jeong Hyuk,65.0,68.0,67.0,68.0,65.0,74.0,48.0
Lalawélé Atakora,58.0,57.0,63.0,62.0,44.0,60.0,62.0
Kosuke Kikuchi,53.666666666666664,47.0,56.0,61.0,53.0,52.0,53.0
Yusuke Tasaka,60.166666666666664,66.0,55.0,64.0,55.0,65.0,56.0
Abdulaziz Al Dawsari,64.16666666666667,65.0,63.0,66.0,62.0,68.0,61.0
Brad Inman,55.5,48.0,59.0,64.0,62.0,51.0,49.0
Haris Vučkić,63.166666666666664,69.0,57.0,67.0,59.0,62.0,65.0
Marcel Ziegl,58.333333333333336,60.0,54.0,64.0,59.0,60.0,53.0
Iván Malón,46.666666666666664,51.0,66.0,46.0,47.0,45.0,25.0
Kevin Alston,54.166666666666664,52.0,59.0,56.0,50.0,60.0,48.0
Daniel Powell,52.833333333333336,46.0,52.0,61.0,55.0,54.0,49.0
Thomas Fontaine,42.666666666666664,35.0,61.0,66.0,49.0,26.0,19.0
Sakari Mattila,62.5,60.0,66.0,64.0,62.0,68.0,55.0
Mats Solheim,56.5,51.0,61.0,58.0,62.0,54.0,53.0
Mostafa Abdellaoue,49.166666666666664,43.0,53.0,56.0,35.0,47.0,61.0
Jordan Bowery,46.0,39.0,54.0,58.0,45.0,30.0,50.0
Niklas Gunnarsson,51.5,51.0,57.0,63.0,54.0,37.0,47.0
Rodolph Austin,57.833333333333336,59.0,58.0,60.0,66.0,46.0,58.0
César Ortiz,45.666666666666664,34.0,50.0,62.0,61.0,40.0,27.0
Norichio Nieveld,47.666666666666664,44.0,43.0,59.0,64.0,45.0,31.0
Ole Söderberg,17.0,42.0,11.0,13.0,12.0,13.0,11.0
Luke O'Neill,54.666666666666664,50.0,66.0,64.0,60.0,45.0,43.0
Mark Marshall,53.666666666666664,52.0,65.0,59.0,54.0,64.0,28.0
Joseph Mills,58.166666666666664,59.0,69.0,58.0,56.0,63.0,44.0
Paddy Madden,52.833333333333336,52.0,43.0,58.0,49.0,52.0,63.0
Temitope Obadeyi,56.833333333333336,50.0,56.0,63.0,51.0,61.0,60.0
Abdülkadir Kayalı,57.0,58.0,51.0,72.0,65.0,54.0,42.0
Troy Archibald-Henville,38.5,31.0,28.0,54.0,53.0,35.0,30.0
Donal McDermott,57.666666666666664,60.0,55.0,60.0,58.0,61.0,52.0
Dylan Gissi,54.0,50.0,64.0,60.0,57.0,51.0,42.0
Luca Castiglia,62.833333333333336,68.0,60.0,68.0,68.0,60.0,53.0
Loïc Damour,60.5,66.0,59.0,61.0,62.0,60.0,55.0
Georgiy Gabulov,64.66666666666667,69.0,66.0,66.0,64.0,63.0,60.0
Tom Mickel,19.0,15.0,12.0,31.0,30.0,14.0,12.0
Kévin Diaz,58.166666666666664,50.0,65.0,63.0,55.0,67.0,49.0
Umberto Eusepi,46.666666666666664,58.0,30.0,28.0,40.0,59.0,65.0
Jasmin Sudić,37.0,45.0,26.0,53.0,53.0,22.0,23.0
Alex MacDonald,56.833333333333336,60.0,57.0,58.0,55.0,56.0,55.0
Serge Deblé,54.333333333333336,55.0,59.0,64.0,57.0,44.0,47.0
Nicolas Giani,33.0,20.0,31.0,42.0,42.0,31.0,32.0
Guy Dufour,65.83333333333333,66.0,65.0,65.0,66.0,70.0,63.0
Philippe Koch,51.0,42.0,60.0,59.0,51.0,57.0,37.0
Clemens Walch,57.5,54.0,55.0,60.0,53.0,62.0,61.0
Thomas Gamiette,56.166666666666664,64.0,51.0,61.0,62.0,56.0,43.0
Daniel Seaborne,43.5,36.0,45.0,59.0,58.0,41.0,22.0
Nemanja Rnić,46.5,41.0,57.0,55.0,51.0,46.0,29.0
Gaetano Masucci,58.666666666666664,65.0,63.0,63.0,50.0,55.0,56.0
Randy Wolters,54.5,47.0,60.0,58.0,54.0,59.0,49.0
Alexandr Stavpets,61.333333333333336,66.0,63.0,63.0,54.0,61.0,61.0
Jou Silva,57.5,57.0,57.0,58.0,53.0,61.0,59.0
Carlos Gutiérrez,58.666666666666664,58.0,63.0,63.0,62.0,57.0,49.0
Francisco Acuña,57.833333333333336,59.0,62.0,65.0,53.0,54.0,54.0
Omar Mendoza,43.0,42.0,53.0,57.0,46.0,33.0,27.0
Miguel Jiménez,15.0,14.0,13.0,18.0,17.0,14.0,14.0
Jairo González,60.333333333333336,55.0,69.0,60.0,54.0,68.0,56.0
Kristian Álvarez,53.833333333333336,45.0,41.0,61.0,60.0,60.0,56.0
Edgar Çani,49.833333333333336,53.0,42.0,62.0,33.0,42.0,67.0
Scott Wagstaff,56.166666666666664,59.0,64.0,57.0,58.0,45.0,54.0
Josh Magennis,53.666666666666664,56.0,62.0,60.0,58.0,42.0,44.0
Arild Østbø,19.5,48.0,15.0,22.0,12.0,13.0,7.0
Sanchez Watt,58.0,64.0,58.0,60.0,59.0,56.0,51.0
Gary Woods,18.666666666666668,34.0,11.0,22.0,23.0,11.0,11.0
Taijo Teniste,55.0,53.0,63.0,60.0,57.0,51.0,46.0
Gonzalo Zárate,64.0,63.0,61.0,64.0,65.0,68.0,63.0
Sebastian Ryall,50.5,57.0,62.0,61.0,53.0,43.0,27.0
Alex Dyer,57.666666666666664,63.0,56.0,63.0,59.0,55.0,50.0
Dani Abalo,66.33333333333333,60.0,64.0,70.0,62.0,76.0,66.0
Ryan Dickson,56.0,56.0,64.0,57.0,58.0,62.0,39.0
Chris Malonga,57.666666666666664,56.0,62.0,59.0,53.0,57.0,59.0
Jem Karacan,59.833333333333336,64.0,60.0,66.0,59.0,54.0,56.0
James Bailey,57.833333333333336,67.0,57.0,67.0,66.0,50.0,40.0
Sal Zizzo,60.166666666666664,57.0,58.0,63.0,61.0,62.0,60.0
Ángel Martínez,60.333333333333336,65.0,53.0,66.0,69.0,55.0,54.0
Damien Plessis,55.166666666666664,52.0,51.0,64.0,61.0,58.0,45.0
Ludovic Genest,61.333333333333336,64.0,65.0,63.0,47.0,61.0,68.0
Mark Howard,21.5,35.0,14.0,28.0,22.0,18.0,12.0
Boris Prokopič,63.166666666666664,66.0,61.0,65.0,62.0,65.0,60.0
Carl Baker,64.0,61.0,64.0,64.0,62.0,64.0,69.0
Martin Kobras,15.833333333333334,26.0,10.0,23.0,18.0,9.0,9.0
Abu Ogogo,57.333333333333336,57.0,58.0,66.0,61.0,41.0,61.0
Tom Elliott,40.666666666666664,46.0,39.0,44.0,26.0,31.0,58.0
Aarón Fernández,19.5,27.0,11.0,29.0,24.0,13.0,13.0
Błażej Augustyn,46.333333333333336,49.0,46.0,56.0,57.0,41.0,29.0
Vegard Skjerve,56.166666666666664,57.0,65.0,60.0,46.0,57.0,52.0
Emmanuel Bourgaud,64.5,68.0,63.0,64.0,56.0,66.0,70.0
Samuel Bouhours,57.0,54.0,67.0,65.0,63.0,60.0,33.0
Féthi Harek,60.5,64.0,68.0,61.0,63.0,64.0,43.0
Adam Legzdins,24.333333333333332,49.0,17.0,20.0,25.0,17.0,18.0
Christian Ribeiro,48.0,58.0,63.0,50.0,46.0,49.0,22.0
Sim Woo Yeon,52.166666666666664,54.0,46.0,56.0,44.0,54.0,59.0
Robert Cornthwaite,36.166666666666664,46.0,26.0,46.0,45.0,22.0,32.0
David Carney,60.5,63.0,68.0,59.0,51.0,76.0,46.0
Andreas Landgren,59.166666666666664,62.0,61.0,65.0,63.0,53.0,51.0
David Elm,54.0,68.0,40.0,63.0,51.0,46.0,56.0
Dino Djulbic,31.666666666666668,35.0,21.0,41.0,44.0,21.0,28.0
Brad Knighton,22.833333333333332,42.0,17.0,26.0,22.0,20.0,10.0
Yusuke Igawa,54.0,46.0,55.0,52.0,61.0,55.0,55.0
Michael Theo,27.166666666666668,56.0,11.0,32.0,33.0,17.0,14.0
Ronan Finn,59.166666666666664,63.0,58.0,65.0,62.0,53.0,54.0
Anthony Annan,58.0,52.0,59.0,60.0,63.0,61.0,53.0
Reuben Reid,53.833333333333336,60.0,47.0,57.0,52.0,51.0,56.0
Joris Sainati,46.0,38.0,56.0,63.0,59.0,48.0,12.0
Michael Harrington,58.0,47.0,65.0,63.0,55.0,63.0,55.0
Adam Marciniak,42.5,48.0,37.0,61.0,57.0,30.0,22.0
Tomasz Cywka,60.666666666666664,56.0,63.0,63.0,64.0,58.0,60.0
Karamoko Cissé,49.333333333333336,47.0,47.0,52.0,46.0,45.0,59.0
Şenol Can,50.833333333333336,41.0,61.0,62.0,58.0,40.0,43.0
Jacques Salze,40.333333333333336,44.0,21.0,54.0,57.0,41.0,25.0
Danny Green,59.166666666666664,62.0,66.0,59.0,57.0,69.0,42.0
Mikkel Vendelbo,60.333333333333336,59.0,60.0,65.0,59.0,59.0,60.0
Ümit Korkmaz,62.166666666666664,63.0,65.0,64.0,59.0,65.0,57.0
Doug Loft,62.166666666666664,58.0,59.0,65.0,67.0,65.0,59.0
Tom Pope,52.5,60.0,40.0,61.0,50.0,45.0,59.0
Pablo Cáceres,51.333333333333336,51.0,62.0,60.0,53.0,37.0,45.0
Filipe Morais,57.666666666666664,63.0,62.0,58.0,54.0,65.0,44.0
Chinedu Ede,61.833333333333336,57.0,60.0,64.0,57.0,72.0,61.0
Cristián Canío,64.16666666666667,69.0,62.0,61.0,70.0,68.0,55.0
Park Hee Chul,58.666666666666664,59.0,62.0,64.0,64.0,52.0,51.0
Park Sung Ho,48.0,54.0,45.0,48.0,41.0,43.0,57.0
Grzegorz Piesio,56.333333333333336,58.0,61.0,67.0,61.0,56.0,35.0
Rafał Grodzicki,44.166666666666664,29.0,40.0,54.0,64.0,43.0,35.0
Andreas Lienhart,58.833333333333336,58.0,69.0,63.0,54.0,66.0,43.0
Gonzalo Klusener,53.333333333333336,50.0,54.0,52.0,47.0,59.0,58.0
Elia Legati,37.166666666666664,41.0,36.0,42.0,46.0,26.0,32.0
Enrico Alfonso,23.0,34.0,13.0,29.0,35.0,12.0,15.0
Louis Dodds,58.833333333333336,64.0,54.0,64.0,59.0,54.0,58.0
Conor Sammon,51.5,65.0,46.0,53.0,41.0,48.0,56.0
Romano Perticone,43.833333333333336,26.0,47.0,60.0,49.0,52.0,29.0
Anthony Wordsworth,68.16666666666667,72.0,67.0,66.0,65.0,74.0,65.0
Enrique Palos,22.166666666666668,32.0,14.0,26.0,31.0,11.0,19.0
Dimas,59.166666666666664,61.0,59.0,66.0,71.0,53.0,45.0
Daniel Jones,57.333333333333336,61.0,65.0,57.0,52.0,63.0,46.0
Joel Grant,57.0,61.0,60.0,59.0,57.0,58.0,47.0
Rory McArdle,35.166666666666664,48.0,38.0,55.0,38.0,19.0,13.0
Fábio Ferreira,58.5,60.0,60.0,56.0,45.0,71.0,59.0
Lawrie Wilson,50.0,54.0,57.0,57.0,53.0,37.0,42.0
Peter Hartley,44.0,47.0,48.0,61.0,55.0,24.0,29.0
Gary Liddle,54.166666666666664,53.0,49.0,64.0,63.0,47.0,49.0
Kjartan Finnbogason,42.5,52.0,40.0,52.0,36.0,22.0,53.0
Edgar Hernández,22.333333333333332,37.0,15.0,27.0,27.0,17.0,11.0
Mikael Dahlberg,50.833333333333336,63.0,31.0,62.0,51.0,43.0,55.0
Imad Khalili,63.166666666666664,62.0,60.0,63.0,62.0,67.0,65.0
Patrick Bürger,53.833333333333336,57.0,45.0,53.0,41.0,63.0,64.0
Anthony Grant,57.666666666666664,62.0,52.0,66.0,63.0,54.0,49.0
Scott Loach,22.833333333333332,39.0,19.0,22.0,23.0,16.0,18.0
Stephen O'Donnell,58.833333333333336,67.0,57.0,68.0,66.0,57.0,38.0
Alexandr Salugin,47.666666666666664,44.0,33.0,57.0,34.0,59.0,59.0
Cristian Llama,63.5,58.0,68.0,65.0,60.0,70.0,60.0
Sergey Kuznetsov,56.333333333333336,65.0,55.0,67.0,65.0,55.0,31.0
Karleigh Osborne,42.166666666666664,44.0,33.0,59.0,54.0,26.0,37.0
Darius Charles,48.5,41.0,46.0,49.0,44.0,53.0,58.0
Josh Lillis,19.0,20.0,14.0,27.0,29.0,13.0,11.0
Matheus Vivian,41.666666666666664,44.0,33.0,62.0,58.0,22.0,31.0
Espen Børufsen,60.0,67.0,65.0,59.0,55.0,61.0,53.0
Rui Sacramento,19.833333333333332,36.0,16.0,25.0,21.0,13.0,8.0
Steven Smith,63.0,66.0,66.0,62.0,57.0,68.0,59.0
Stephen Dawson,51.666666666666664,59.0,55.0,67.0,65.0,39.0,25.0
Alan Gordon,55.166666666666664,65.0,34.0,65.0,53.0,54.0,60.0
Andrea Esposito,28.166666666666668,14.0,12.0,50.0,46.0,20.0,27.0
Michal Papadopulos,58.333333333333336,56.0,59.0,57.0,58.0,55.0,65.0
Michele Troiano,59.333333333333336,65.0,48.0,70.0,64.0,54.0,55.0
Simeon Jackson,51.666666666666664,58.0,45.0,54.0,38.0,53.0,62.0
Leon Barnett,36.5,51.0,20.0,50.0,60.0,14.0,24.0
Keith Keane,51.166666666666664,47.0,54.0,60.0,58.0,47.0,41.0
Anthony Scaramozzino,51.166666666666664,45.0,66.0,61.0,55.0,44.0,36.0
Paul Robinson,39.166666666666664,47.0,32.0,51.0,64.0,24.0,17.0
Kelvin Wilson,43.333333333333336,55.0,38.0,60.0,59.0,35.0,13.0
Alan McCormack,59.5,56.0,64.0,64.0,63.0,65.0,45.0
Chris Eagles,64.33333333333333,64.0,64.0,65.0,63.0,67.0,63.0
Antimo Iunco,66.33333333333333,62.0,66.0,66.0,62.0,72.0,70.0
Thiago Xavier,52.333333333333336,53.0,45.0,66.0,63.0,43.0,44.0
Juan Manuel Cobo,57.666666666666664,57.0,55.0,69.0,67.0,47.0,51.0
Roberto Colombo,20.666666666666668,24.0,10.0,27.0,34.0,18.0,11.0
Fabrizio Melara,58.833333333333336,60.0,66.0,59.0,57.0,62.0,49.0
Claudio Lustenberger,54.666666666666664,57.0,59.0,62.0,59.0,46.0,45.0
Elsad Zverotić,59.333333333333336,62.0,69.0,57.0,56.0,57.0,55.0
Marc-Antoine Fortuné,56.333333333333336,61.0,59.0,59.0,45.0,56.0,58.0
David Mooney,57.833333333333336,67.0,41.0,66.0,62.0,47.0,64.0
Quentin Westberg,17.5,26.0,10.0,19.0,25.0,10.0,15.0
Andrea De Falco,61.166666666666664,68.0,56.0,64.0,62.0,55.0,62.0
Lars Nilsson,60.333333333333336,70.0,54.0,61.0,49.0,69.0,59.0
Nicky Adler,56.833333333333336,55.0,55.0,61.0,50.0,67.0,53.0
Hannu Patronen,41.333333333333336,46.0,34.0,44.0,50.0,26.0,48.0
Christian Gratzei,23.333333333333332,36.0,13.0,34.0,37.0,10.0,10.0
Jonas Borring,64.0,53.0,67.0,65.0,66.0,67.0,66.0
Kang Min Soo,48.833333333333336,47.0,43.0,56.0,46.0,55.0,46.0
Jang Hak Young,56.0,60.0,63.0,63.0,62.0,54.0,34.0
Stephen Kelly,56.0,56.0,63.0,65.0,63.0,46.0,43.0
Mariusz Pawelec,48.5,40.0,50.0,61.0,55.0,36.0,49.0
Jonathan Douglas,56.166666666666664,58.0,63.0,67.0,64.0,39.0,46.0
Mounir Hamoud,57.333333333333336,56.0,56.0,64.0,55.0,56.0,57.0
Gabriel Zakuani,32.666666666666664,46.0,18.0,54.0,41.0,22.0,15.0
Mattias Moström,59.166666666666664,62.0,64.0,62.0,47.0,61.0,59.0
Daniel Fredheim Holm,65.66666666666667,71.0,66.0,66.0,58.0,69.0,64.0
Mathias Tauber,54.5,46.0,56.0,56.0,59.0,42.0,68.0
Louis Poggi,61.833333333333336,62.0,63.0,65.0,63.0,58.0,60.0
Tom Daemen,60.5,62.0,51.0,71.0,73.0,56.0,50.0
Dariusz Dudka,60.333333333333336,62.0,59.0,63.0,64.0,59.0,55.0
Lars Kristian Eriksen,53.5,58.0,50.0,54.0,51.0,60.0,48.0
Mariusz Pawełek,20.5,33.0,12.0,27.0,24.0,12.0,15.0
Ivan Cherenchikov,49.666666666666664,49.0,44.0,62.0,58.0,41.0,44.0
Dmitriy Khomich,21.5,29.0,19.0,24.0,25.0,18.0,14.0
Igor Shevchenko,52.333333333333336,64.0,37.0,51.0,50.0,54.0,58.0
Escalona,26.833333333333332,35.0,19.0,31.0,35.0,18.0,23.0
Cases,63.166666666666664,66.0,63.0,67.0,60.0,62.0,61.0
Roberto,26.666666666666668,37.0,12.0,23.0,42.0,23.0,23.0
Damían Albil,13.833333333333334,10.0,9.0,23.0,22.0,10.0,9.0
Pablo Santillo,19.5,39.0,19.0,13.0,25.0,11.0,10.0
Juan Quiroga,57.0,62.0,59.0,57.0,54.0,56.0,54.0
Waldo Ponce,48.666666666666664,43.0,27.0,61.0,59.0,68.0,34.0
Javier Restrepo,65.83333333333333,71.0,61.0,64.0,61.0,71.0,67.0
