Name,Defending,Sliding_Tackle,Standing_Tackle,Interceptions
Patrick Cutrone,16.333333333333332,17,19,13
Ronaldo Tavares,20.0,15,22,23
Maksym Bilyi,64.0,67,64,61
Diego Medeiros,26.0,28,31,19
Jovan Stojanović,41.666666666666664,54,45,26
Andriy Bliznichenko,48.666666666666664,55,48,43
Vasyl Kravets,65.0,67,68,60
Adul Seidi,19.333333333333332,18,19,21
Sinan Kurt,59.333333333333336,56,61,61
Iván Centurión,66.0,67,68,63
Davidson,35.0,40,35,30
Sergio Vergara,34.0,38,40,24
Lee Jeong Bin,40.333333333333336,40,40,41
José Guillermo Ortiz,22.0,23,22,21
Joe Abrigo,37.0,45,44,22
Bruno Wilson,64.33333333333333,65,66,62
Marc Gual,13.333333333333334,15,14,11
Aymen Barkok,52.0,55,54,47
Arnaud Nordin,25.666666666666668,26,32,19
Fabricio Bustos,61.0,65,63,55
Marc Cardona,17.666666666666668,12,17,24
Diego Barrios,11.333333333333334,10,12,12
Kingsley Madu,60.0,59,60,61
Pedro Aquino,64.0,63,66,63
Sergio Peña,44.333333333333336,39,41,53
Nito Carbelho,37.333333333333336,43,32,37
Elton Coengo,73.33333333333333,75,77,68
Pelle Clement,39.0,46,47,24
Markel Areitio,12.333333333333334,11,10,16
Alex Pozo,21.0,20,26,17
Sebastián Gorga,64.0,60,66,66
Alberto Picchi,54.666666666666664,64,60,40
Teodoro Paredes,64.66666666666667,52,67,75
Matic Fink,66.0,69,67,62
Luca Strizzolo,13.333333333333334,15,15,10
Sekou Konde,65.66666666666667,68,71,58
Álvaro Arencibia,64.0,63,68,61
Berkay Özcan,32.333333333333336,37,31,29
Dylan Flores,44.666666666666664,52,54,28
Vyacheslav Churko,33.666666666666664,34,40,27
Guus Til,46.0,47,44,47
Milan Massop,64.0,70,64,58
Dylan Bronn,67.33333333333333,67,66,69
Dejan Trajkovski,64.0,68,70,54
Germán Camacho,64.0,66,65,61
Quim Araujo,45.333333333333336,41,46,49
Kubilay Sönmez,66.33333333333333,67,68,64
Derrick Jones,60.0,57,59,64
Jean Carlos,36.666666666666664,27,38,45
Bruno Gomes,17.333333333333332,16,21,15
Gabriele Marchegiani,12.0,12,10,14
Idé,24.0,21,27,24
Thabiso Khutumela,12.333333333333334,12,10,15
Riyaad Norodien,21.0,20,21,22
Mattia Finotto,21.666666666666668,27,20,18
Luís Rocha,66.66666666666667,70,72,58
Ivica Žunić,63.0,66,68,55
Dávid Guba,22.666666666666668,23,21,24
Mathieu Chemin,64.0,62,66,64
Janota,13.0,12,14,13
Houssem Aouar,42.0,46,48,32
Óscar Franco,17.333333333333332,21,16,15
Francesco Margiotta,14.333333333333334,12,17,14
Efecan Karaca,38.666666666666664,35,42,39
Romain Bayard,27.0,18,15,48
Taha Yalçıner,65.33333333333333,67,64,65
Kristian Pedersen,63.0,63,67,59
Dominik Dinga,67.33333333333333,70,68,64
Soriano,13.333333333333334,14,10,16
Edmore Chirambadare,26.333333333333332,25,33,21
László Bénes,28.0,35,27,22
Anzor Sanaia,24.333333333333332,23,27,23
Frederic Ananou,66.66666666666667,69,66,65
Edouard Mendy,12.333333333333334,13,11,13
Bakaye Dibassy,63.333333333333336,64,66,60
Juan Leiva,59.666666666666664,60,57,62
Nazareno Solís,24.0,28,26,18
Peter Etebo,17.333333333333332,19,17,16
Ahmet Dereli,32.666666666666664,36,38,24
Niklas Hauptmann,44.333333333333336,44,48,41
Atomu Tanaka,54.666666666666664,54,58,52
Louis Samson,65.33333333333333,63,68,65
Aschraf El Mahdioui,55.0,60,61,44
Indy Groothuizen,14.0,13,11,18
Renato Tarifeño,20.333333333333332,24,16,21
Tamás Szántó,61.0,60,59,64
Khaly Thiam,61.0,58,62,63
Jacobo Kouffaty,37.666666666666664,37,34,42
Yangel Herrera,64.0,63,65,64
Tomás Nuninho,61.666666666666664,57,65,63
Kainho Selva,66.0,62,71,65
Naldo Freidinha,61.0,63,61,59
Mardial Cunha,64.0,62,58,72
Francisco Afonso,66.66666666666667,68,69,63
Asahi Masuyama,20.666666666666668,24,20,18
Blas Riveros,59.666666666666664,64,58,57
Saeid Ezatolahi,62.333333333333336,61,60,66
Seiya Fujita,41.333333333333336,34,40,50
Shunsuke Kikuchi,55.0,51,52,62
Shota Arai,12.333333333333334,12,14,11
Tatsuya Hasegawa,28.666666666666668,29,32,25
Matías Quiroga,20.0,21,19,20
Giorgi Shelia,12.0,11,12,13
Amir Hadziahmetovic,63.333333333333336,62,65,63
Hisashi Jogo,19.0,18,17,22
Kosuke Taketomi,35.0,23,27,55
Seigo Kobayashi,41.666666666666664,45,37,43
Hidekazu Otani,61.666666666666664,57,63,65
Ryota Nagaki,65.0,64,67,64
Kazunori Yoshimoto,63.0,65,63,61
Ryoya Ogawa,63.0,63,62,64
Yota Akimoto,26.333333333333332,12,11,56
Choi Kyu Baek,65.33333333333333,64,67,65
Cayman Togashi,13.666666666666666,10,17,14
Yoshiki Takahashi,64.66666666666667,64,64,66
Masato Fujita,62.0,64,63,59
Lautaro Comas,27.666666666666668,35,26,22
José Méndez,24.0,20,22,30
Kim Min Hyeok,65.66666666666667,69,68,60
Kentaro Oi,66.0,67,69,62
Taisuke Nakamura,63.0,64,66,59
Kohei Shimizu,48.666666666666664,52,49,45
Tatsuya Morita,10.666666666666666,10,14,8
Diego Zabala,33.333333333333336,35,35,30
Yusuke Chajima,35.333333333333336,46,35,25
Sho Sasaki,68.66666666666667,72,69,65
Hitoshi Shiota,14.0,15,12,15
Yasuhiro Hiraoka,70.33333333333333,72,70,69
Shun Obu,63.666666666666664,64,67,60
Vitor Costa,62.333333333333336,63,68,56
Yūki Mutō,26.666666666666668,21,25,34
Daisuke Nasu,62.666666666666664,62,65,61
Koki Otani,13.0,13,10,16
Gaëtan Perrin,24.0,23,31,18
Gastón Bottino,59.666666666666664,63,58,58
Maximiliano Lugo,42.666666666666664,31,53,44
Milan Jevtovic,39.333333333333336,43,40,35
Stefan Silva,28.666666666666668,25,32,29
Franco Mazurek,50.666666666666664,41,55,56
Agustín Bouzat,32.0,28,24,44
Farouk Miya,29.0,23,36,28
Carlos Sinisterra,21.0,26,22,15
Gonzalo Bazán,54.0,56,56,50
Mohamed Benyettou,11.666666666666666,11,12,12
Neri Bandiera,17.0,17,17,17
Brandon Vincent,62.333333333333336,60,61,66
Miguel Solís,10.0,12,12,6
Tsubasa Endoh,45.333333333333336,47,47,42
Vedran Jugović,56.666666666666664,58,58,54
Fredrik Aursnes,59.666666666666664,58,58,63
Leonardo Ruíz,16.666666666666668,15,16,19
Álvaro Tejero,63.0,64,63,62
Maecky Ngombo,15.666666666666666,15,21,11
Kevin Londoño,61.666666666666664,65,54,66
Romain Del Castillo,37.666666666666664,42,41,30
Robert Gojani,44.666666666666664,43,43,48
Jamie Hopcutt,35.0,33,37,35
Dennis Widgren,61.0,59,59,65
Douglas Bergqvist,55.0,54,57,54
Brahim Díaz,21.333333333333332,21,23,20
Philipp Lienhart,63.666666666666664,61,65,65
Jalil Elías,65.66666666666667,66,69,62
Mathieu Cafaro,44.333333333333336,45,40,48
Dorian Caddy,20.333333333333332,21,26,14
Boris Radunović,16.333333333333332,14,13,22
Hugo Rama,49.666666666666664,45,55,49
Martin Bukata,60.666666666666664,59,58,65
Leandro Rodríguez,23.666666666666668,23,28,20
Lucas Galvão,66.66666666666667,68,67,65
Faiz Selemani,51.333333333333336,55,60,39
Ademola Lookman,12.666666666666666,12,13,13
Nacho,21.333333333333332,21,23,20
Nacho Gil,24.666666666666668,27,25,22
Leandrinho,13.0,13,15,11
Marco Tagbajumi,16.666666666666668,13,18,19
Alisson Farias,37.0,37,40,34
Mert Örnek,34.0,33,37,32
Marin Oršulić,64.0,66,64,62
Jay-Roy Grot,20.333333333333332,20,21,20
Sero Rochedo,65.33333333333333,73,66,57
Emílio Trevões,20.666666666666668,22,17,23
Paulito Zanon,65.66666666666667,55,71,71
Henrique Jardinel,58.0,45,74,55
Nuno Moldeiro,68.33333333333333,70,67,68
Bruno Fagundeiro,71.0,71,74,68
João Gerster,62.333333333333336,68,72,47
Edu Selneira,63.0,55,60,74
Marcelo Vildeia,30.666666666666668,31,23,38
Renan Tojeiras,67.33333333333333,77,75,50
Adnan Vidual,58.0,61,65,48
Lúcio Corteijo,70.0,72,75,63
Lucas Mantela,66.33333333333333,67,65,67
Peter Abradanel,20.666666666666668,22,28,12
Lassana Coulibaly,61.0,56,64,63
Enock Kwateng,65.33333333333333,69,69,58
Dave Romney,60.333333333333336,57,63,61
Daniele Mignanelli,59.333333333333336,63,61,54
Borja Domingo,15.666666666666666,19,11,17
Kilian Grant,32.0,23,52,21
Mayron George,16.333333333333332,16,18,15
Jérémy Vachoux,16.0,10,15,23
Philipp Ochs,47.0,45,48,48
Uroš Korun,65.0,64,65,66
Shamil Gasanov,66.33333333333333,64,64,71
Gökhan Akkan,19.666666666666668,19,15,25
Simone Rapp,26.0,31,28,19
Hugo Gomes,65.66666666666667,70,67,60
Arroyo,60.0,60,62,58
Miloš Degenek,63.0,59,66,64
Arturo Calabresi,67.66666666666667,69,72,62
Víctor Morales,62.333333333333336,61,65,61
Daniel Alexis Castillo,21.333333333333332,17,18,29
Pablo Rojas,24.0,26,24,22
Batraz Khadartsev,35.0,35,38,32
Georgiy Zotov,66.33333333333333,67,69,63
Àlex Corredera,40.333333333333336,46,49,26
Christian Tabó,26.0,29,26,23
Thomas Ouwejan,62.333333333333336,62,65,60
Jan Kliment,27.0,21,28,32
Pantelis Hatzidiakos,62.333333333333336,60,65,62
Muhammed Bayır,61.666666666666664,61,65,59
Serdar Deliktaş,17.666666666666668,17,13,23
Branislav Niňaj,64.0,62,66,64
Jeppe Kjær,17.0,21,14,16
Kévin N'Doram,69.0,68,72,67
Daniel Angulo,14.666666666666666,14,16,14
Olivier Myny,32.0,29,30,37
Grégoire Amiot,65.33333333333333,64,70,62
Manuel Guanini,63.333333333333336,65,66,59
Ludcinio Marengo,20.666666666666668,22,19,21
Gift Motupa,62.0,58,63,65
André Green,33.0,38,34,27
Ricardo Bagadur,66.66666666666667,66,70,64
Ramiro Ballivián,64.66666666666667,61,68,65
Diego Alende,67.33333333333333,69,66,67
Lukas Görtler,18.333333333333332,20,18,17
Edison Tarabai,17.333333333333332,14,19,19
Ezequiel Ávila,26.333333333333332,21,25,33
Adrian Dabasse,20.333333333333332,20,13,28
Mamadou Thiam,51.333333333333336,51,53,50
Pape Abou Cissé,66.0,65,69,64
Valtteri Moren,63.666666666666664,58,68,65
Romuald Lacazette,59.333333333333336,52,67,59
Bernabé,18.0,20,14,20
Oh Seung Hoon,17.666666666666668,13,20,20
Arquímedes Figuera,69.0,67,66,74
Chi Zhongguo,39.0,43,44,30
Luciano Ospina,60.0,62,65,53
John McCarthy,15.666666666666666,15,13,19
Beni Badibanga,21.666666666666668,21,29,15
Josip Barišić,20.666666666666668,22,21,19
Maximiliano Calzada,60.0,57,59,64
Calvin Verdonk,67.0,68,69,64
Gastón Giménez,56.666666666666664,46,63,61
Jodi Jones,23.333333333333332,19,21,30
Maximilian Mittelstädt,64.0,64,67,61
Misael Riascos,25.666666666666668,23,34,20
Oh Chang Hyeon,55.0,55,53,57
Pedro Monteiro,65.0,65,68,62
Elías Már Ómarsson,28.666666666666668,24,38,24
Alexandre Vincent,16.666666666666668,14,18,18
Wilder Mosquera,17.0,19,15,17
Michael Zetterer,15.666666666666666,12,16,19
Roberto Brum,65.66666666666667,65,69,63
Agustín Rossi,19.0,15,18,24
Diego Gregori,24.0,26,25,21
Konstantin Kerschbaumer,39.333333333333336,49,40,29
Alessio Vita,28.333333333333332,31,39,15
Ignacio Boggino,65.0,61,66,68
John Varela,34.0,37,35,30
Léiner Escalante,17.0,16,17,18
David Ramirez,18.666666666666668,18,18,20
Matías Castro,17.333333333333332,15,14,23
Felipe Banguero,64.0,66,66,60
Jang Hyun Soo,23.333333333333332,28,21,21
Arley Rodríguez,29.333333333333332,39,38,11
Ramón Córdoba,65.66666666666667,52,67,78
Ferhad Ayaz,31.666666666666668,37,35,23
Aron Elís Thrándarson,52.0,52,49,55
Sergio Santos,17.333333333333332,14,20,18
Matías Giordano,14.666666666666666,12,13,19
Kieran Dowell,44.666666666666664,52,49,33
Renzo Vera,62.666666666666664,66,62,60
Lucas Villarruel,62.333333333333336,60,65,62
Hwang Hee Chan,23.0,24,23,22
Sean Davis,56.333333333333336,54,58,57
Thilo Kehrer,62.666666666666664,61,65,62
Desevio Payne,68.0,73,70,61
Chey Dunkley,62.333333333333336,65,66,56
Milen Gamakov,61.333333333333336,61,62,61
Elliot Käck,56.0,61,57,50
Gaston Camara,27.0,29,27,25
Boubacar Barry,40.666666666666664,40,41,41
Maximilian Dittgen,26.0,24,30,24
Bruce Kamau,28.0,30,31,23
Anuar,66.0,67,71,60
Kasim Adams Nuhu,61.333333333333336,56,65,63
Kingsley Ehizibue,64.33333333333333,65,66,62
Gyrano Kerk,21.666666666666668,20,21,24
George Puşcaş,19.333333333333332,20,23,15
Ilzat Akhmetov,36.666666666666664,31,38,41
Alexandr Zuev,39.333333333333336,43,48,27
Marlon Frey,66.0,68,69,61
Stiven Vega,66.0,67,69,62
Abdulrahman Al Shammari,58.666666666666664,60,62,54
Maurice Hirsch,66.66666666666667,62,69,69
Kaan Baysal,49.666666666666664,49,53,47
Jhon Duque,67.33333333333333,60,68,74
Gennaro Acampora,59.333333333333336,54,62,62
Mickaël Latour,22.0,16,32,18
Ivan Provedel,21.666666666666668,21,22,22
Tomáš Malec,19.333333333333332,18,22,18
Rafael Barrios,66.33333333333333,70,65,64
Alexey Pugin,27.666666666666668,32,27,24
Yin Hongbo,45.666666666666664,46,49,42
Israel Poblete,34.0,37,34,31
Andrea Arrighini,12.333333333333334,14,11,12
Pietro Visconti,64.0,67,68,57
Emiliano Tellechea,64.33333333333333,61,63,69
Adrián Scifo,63.333333333333336,60,67,63
Yann,41.666666666666664,50,47,28
Lucas Hoyos,20.666666666666668,18,20,24
Taras Romanchuk,66.66666666666667,67,68,65
Nicolás Stefanelli,19.0,27,16,14
Serge Leuko,64.66666666666667,68,65,61
Oğuzhan Aydoğan,21.333333333333332,21,16,27
Iván Calero,31.333333333333332,37,29,28
Nick Olij,19.0,16,14,27
Karim Hafez,61.333333333333336,62,65,57
Lewie Coyle,62.333333333333336,63,64,60
Gabriel Diaz,62.0,63,64,59
Néstor Breitenbruch,61.666666666666664,55,67,63
Hervé Matthys,63.333333333333336,63,65,62
Daniel González,36.666666666666664,31,34,45
Franco Acosta,34.0,15,43,44
Marvin Schulz,66.0,65,68,65
Jonathan Damián Iglesias,49.0,44,51,52
Sacha Clémence,16.333333333333332,15,11,23
Mauricio Asenjo,20.333333333333332,18,24,19
Muğdat Çelik,17.333333333333332,15,19,18
Aykut Çeviker,64.0,62,65,65
Rafik Boujedra,36.0,39,35,34
Lihué Prichoda,28.333333333333332,29,31,25
Cristian Manea,65.33333333333333,68,66,62
Batuhan Altıntaş,23.333333333333332,20,31,19
Dimitri Oberlin,39.333333333333336,50,45,23
Julius Biada,36.333333333333336,36,34,39
Luke Berry,50.666666666666664,44,53,55
Erten Ersu,17.666666666666668,14,19,20
Edoardo Lancini,64.33333333333333,62,66,65
Gilles Ruyssen,66.66666666666667,65,66,69
Fausto Grillo,64.66666666666667,65,66,63
Nicolas Rommens,59.0,53,60,64
Kang Sang Woo,56.666666666666664,55,57,58
Park Dae Han,63.666666666666664,66,66,59
Héctor Fertoli,29.333333333333332,32,33,23
Daniel Follonier,20.666666666666668,16,20,26
Leonel López,63.666666666666664,63,62,66
Denis Rodríguez,53.0,52,55,52
Lee Tae Hee,17.333333333333332,12,18,22
Mauro Manotas,28.333333333333332,27,31,27
Franco Escobar,65.33333333333333,70,66,60
Justen Glad,65.33333333333333,62,63,71
Nikos Vergos,26.333333333333332,22,29,28
Zizo,52.0,40,56,60
Lee Hak Min,62.333333333333336,62,65,60
Marvin Friedrich,66.33333333333333,66,70,63
Benjamin Bellot,17.0,14,16,21
Daniel Mesenhöler,17.666666666666668,12,20,21
Juan Komar,62.0,55,62,69
Dominic Ball,63.666666666666664,63,64,64
Issa Baradji,23.333333333333332,25,26,19
Gabriel Esparza,45.666666666666664,58,54,25
Yang Hyung Mo,18.333333333333332,17,17,21
Stojan Vranješ,62.333333333333336,59,64,64
Jared Watts,64.0,62,66,64
Seo Myeong Won,17.333333333333332,13,18,21
Gwon Wan Gyu,64.33333333333333,65,66,62
Song Soo Yeong,39.0,37,40,40
Ylli Sallahi,62.666666666666664,65,64,59
Daniel Lovitz,45.666666666666664,50,44,43
Kyle Dempsey,40.0,36,39,45
No Dong Geon,15.0,13,16,16
Ollie Watkins,40.333333333333336,36,41,44
Pedro Tavima,59.666666666666664,55,58,66
Nick Hagglund,61.333333333333336,60,61,63
Rasmus Lindkvist,57.0,58,61,52
Simon Skrabb,31.333333333333332,27,32,35
Eric Miller,61.0,60,63,60
Yaseen Omar Barnawi,62.666666666666664,60,64,64
Marlon Hairston,57.666666666666664,55,59,59
Alexander Jeremejeff,18.666666666666668,17,21,18
Ntsikelelo Nyauza,68.66666666666667,69,71,66
Sim Sang Min,64.33333333333333,63,63,67
Kevin Hidalgo,63.333333333333336,63,65,62
Yesus Cabrera,48.666666666666664,42,53,51
Lee Chang Min,52.333333333333336,46,53,58
Reece Burke,66.0,66,67,65
Martin Samuelsen,25.666666666666668,29,26,22
Elmo Lieftink,56.666666666666664,66,60,44
Alain Oyarzun,41.0,34,46,43
Elias Gómez,63.666666666666664,67,66,58
Niclas Eliasson,28.666666666666668,25,35,26
Majed Al Khaibari,59.0,62,61,54
Mohamed Ali Yakoubi,64.66666666666667,62,65,67
Moussa Njie,16.666666666666668,13,17,20
Philip Billing,61.666666666666664,59,64,62
Denis Davydov,21.333333333333332,20,23,21
José Luis Cabión,60.333333333333336,61,62,58
Eduardo Pérez,26.333333333333332,21,36,22
Junior Alonso,66.33333333333333,66,68,65
Connor Mahoney,43.666666666666664,41,50,40
Gaëtan Paquiez,63.666666666666664,65,60,66
Anton Salétros,48.0,41,49,54
Alexis Zárate,61.0,62,63,58
Damien Dussaut,65.0,68,66,61
Patryk Fryc,61.666666666666664,64,62,59
Leonardo Pérez,29.0,28,24,35
Ricardo Gomes,24.333333333333332,17,23,33
Osman Hadzikic,16.0,12,15,21
Diego Oyarzún,64.33333333333333,66,68,59
Stefan Šimić,63.333333333333336,63,68,59
Martin Valjent,63.666666666666664,65,66,60
Nicolás Ferreyra,58.666666666666664,50,65,61
Michał Helik,63.0,62,64,63
Juan Domínguez,63.666666666666664,64,61,66
Ismael Benegas,60.666666666666664,58,61,63
Ary Papel,30.666666666666668,28,32,32
Pablo Vegetti,32.0,17,27,52
Conor Washington,29.0,27,28,32
Evgeniy Kobozev,20.666666666666668,16,19,27
Chris Long,23.0,24,24,21
Michele Cremonesi,64.33333333333333,67,68,58
Jannik Bandowski,58.666666666666664,56,62,58
Armando Sadiku,33.333333333333336,24,37,39
Angus Gunn,17.333333333333332,14,16,22
Merveille Goblet,16.333333333333332,12,16,21
Sebastian Hertner,62.666666666666664,63,65,60
Fabio Kaufmann,57.333333333333336,56,58,58
Karim Azamoum,52.666666666666664,46,56,56
Angelo D'Angelo,60.333333333333336,56,62,63
Felipe Muñoz,64.0,65,66,61
Francisco Portillo,58.666666666666664,60,59,57
Michael Lepe,62.333333333333336,58,59,70
Adrián Martínez,62.333333333333336,63,61,63
Federico Rasic,24.0,25,24,23
Óliver Benítez,65.0,65,67,63
Ali Nasser Al Khaibari,61.666666666666664,62,64,59
Nikolay Safronidi,66.0,65,70,63
Emerson Hyndman,54.0,54,57,51
Mamadou Tounkara,39.0,35,39,43
Fedor Černych,13.333333333333334,13,13,14
Lars Lambooij,61.333333333333336,65,62,57
Kevin Mensah,32.0,31,32,33
Stuart Bannigan,58.666666666666664,55,63,58
Dawid Kort,38.333333333333336,39,40,36
Roberto,15.666666666666666,14,17,16
Aleksandar Boljević,22.333333333333332,22,23,22
Darnell Fisher,64.33333333333333,64,65,64
Francesco Vicari,63.0,65,69,55
Brendan Chardonnet,63.333333333333336,62,68,60
Alhassane Keita,16.666666666666668,20,16,14
Raúl Iberbia,66.0,66,60,72
Carlos,65.33333333333333,67,68,61
Lucas Pérez Godoy,66.33333333333333,64,67,68
Jorge Velázquez,51.333333333333336,47,53,54
Jacobo Mansilla,45.0,42,46,47
Joel Sacks,65.33333333333333,70,64,62
Baily Cargill,64.0,64,68,60
Matías Escobar,63.666666666666664,64,59,68
Martín Galmarini,62.333333333333336,63,63,61
Patrão,54.666666666666664,51,60,53
Emanuel Olivera,71.33333333333333,73,72,69
Nicolás Bertocchi,59.333333333333336,57,63,58
Brayan Cortés,19.666666666666668,15,14,30
Pablo Míguez,62.0,65,62,59
Santiago Zurbriggen,63.666666666666664,67,64,60
Emanuel Brítez,64.66666666666667,68,66,60
Patricio Vidal,38.333333333333336,27,42,46
Leonel Miranda,54.666666666666664,44,52,68
Fernando Godoy,66.0,67,63,68
Leandro Velázquez,31.666666666666668,32,40,23
Mohammed Qasem Al Nakhli,61.666666666666664,65,60,60
Marko Biskupović,60.0,57,63,60
Henrik Bjørdal,53.333333333333336,53,57,50
Agustín Parra,63.333333333333336,58,64,68
Andrés Robles,61.333333333333336,56,62,66
Sebastián Luna,57.333333333333336,56,55,61
Jorge Romo,53.666666666666664,62,60,39
Felipe Reynero,22.666666666666668,22,27,19
Nery Veloso,17.333333333333332,18,19,15
Francisco Castro,36.666666666666664,21,36,53
Marcos Figueroa,19.333333333333332,18,20,20
Cristian Vargas,16.666666666666668,19,11,20
Juan Ortiz,59.0,55,60,62
Yessy Mena,26.666666666666668,21,25,34
Eder Chaux,18.0,13,16,25
Rodrigo Ureña,60.666666666666664,58,60,64
Dager Palacios,62.666666666666664,61,66,61
Diego Novoa,14.333333333333334,13,14,16
Nicolás Orellana,21.333333333333332,23,14,27
Luis Pavez,61.666666666666664,69,61,55
José Chunga,19.333333333333332,18,20,20
Adolfo Lima,30.333333333333332,24,24,43
Ray Vanegas,26.0,25,29,24
Andrés Correa,63.0,64,62,63
Janeiler Rivas,56.666666666666664,50,58,62
David Murillo,61.333333333333336,65,64,55
Eduardo Farias,67.66666666666667,64,70,69
Néider Morantes,38.0,48,40,26
César Amaya,21.666666666666668,20,27,18
Daniel Giraldo,60.333333333333336,54,67,60
Yordy Reyna,23.0,21,33,15
Camilo Ceballos,64.33333333333333,58,74,61
Ken Sema,45.333333333333336,48,43,45
Robert Costa,68.33333333333333,71,70,64
Sebastián López,16.0,15,17,16
Iván Vásquez,59.666666666666664,63,55,61
Francisco Sánchez,63.0,67,64,58
Aaron Taylor-Sinclair,61.0,64,64,55
Kris Doolan,19.0,12,34,11
Nicolai Poulsen,66.0,68,67,63
Jakob Blåbjerg,61.666666666666664,62,64,59
Adam Jahn,22.333333333333332,24,19,24
Bartosz Szeliga,54.333333333333336,51,62,50
Ihor Berezovskyi,12.666666666666666,12,14,12
Laurent Abergel,66.66666666666667,67,70,63
Senna Miangue,65.33333333333333,68,68,60
Aleksandar Jovanović,65.66666666666667,66,68,63
Ham Seok Min,15.333333333333334,13,15,18
Sascha Horvath,49.333333333333336,52,47,49
Adrien Tamèze,65.0,63,67,65
Jamie Allen,57.333333333333336,58,59,55
Conor Wilkinson,26.333333333333332,20,36,23
Samuel Piette,65.66666666666667,62,69,66
Talal Al Absi,67.33333333333333,67,71,64
Fabrice Ondoa,15.333333333333334,15,15,16
Brede Mathias Moe,64.33333333333333,62,67,64
Stefan Mauk,53.666666666666664,51,58,52
Andrew Hoole,48.0,48,49,47
Wes Burns,30.0,34,36,20
Johann Obiang,64.0,65,63,64
Hachim Mastour,14.666666666666666,14,15,15
Park Yong Ji,14.333333333333334,16,13,14
Markus Lackner,65.33333333333333,62,70,64
Igor Julião,63.0,63,66,60
Michael Petrasso,27.0,30,31,20
Ivan Toney,46.333333333333336,41,46,52
Konstantin Bazelyuk,28.666666666666668,29,23,34
Billy King,21.0,23,25,15
Matthew Grimes,40.333333333333336,34,42,45
Clarck Nsikulu,23.333333333333332,19,21,30
Max Lowe,65.0,64,64,67
Jeong Dong Ho,64.0,63,64,65
Ricardo Nunes,65.0,64,66,65
Robin Yalçın,60.0,64,60,56
Dimitrij Nazarov,23.333333333333332,25,20,25
Sari Amro,61.333333333333336,59,61,64
James Donachie,64.0,58,66,68
Manuel Stiefler,37.666666666666664,35,37,41
Louis Fenton,61.666666666666664,62,63,60
Paul McGinn,62.0,64,62,60
Luke McCullough,62.0,57,70,59
Marwan Mohsen,17.666666666666668,16,17,20
Nasiru Mohammed,14.0,14,16,12
Eirik Hestad,52.333333333333336,52,53,52
Pedro Azogue,66.0,63,67,68
Alejandro Chumacero,62.333333333333336,55,60,72
Luc Kassi,54.333333333333336,54,53,56
Mateo Poljak,63.333333333333336,63,63,64
Tomasz Hołota,62.333333333333336,62,62,63
De La Hoz,68.0,71,72,61
Eslam Sarraj,17.666666666666668,19,19,15
Bismark Adjei-Boateng,63.666666666666664,61,65,65
Lee Chang Geun,18.0,14,18,22
Abdullah Ateef,63.666666666666664,60,62,69
Hassan Kadish Mahbub,61.0,61,63,59
Wesam Saleh Suwayyid,58.666666666666664,58,56,62
Aqeel Al Sahabi,64.33333333333333,70,66,57
Mohammed Abusabaan,60.666666666666664,60,62,60
Christian Nørgaard,57.0,56,58,57
Luis Quintana,64.0,65,65,62
Emilio Mac Eachen,68.66666666666667,72,68,66
Thomas Ebner,66.66666666666667,64,65,71
Lucas Chiaretti,16.666666666666668,19,17,14
Faisal Darwish,58.666666666666664,55,60,61
Marc André Schmerböck,33.0,30,27,42
Kristijan Dobras,40.0,41,35,44
Simon Piesinger,63.666666666666664,65,64,62
Markus Kuster,23.666666666666668,21,24,26
Najib Ammari,44.0,35,49,48
Anthony Belmonte,46.666666666666664,42,48,50
Paweł Oleksy,66.66666666666667,63,64,73
Brad Smith,60.0,58,60,62
Kevin Gutiérrez,64.0,65,63,64
Reagy Ofosu,27.333333333333332,25,30,27
Omar Abdulaziz,62.666666666666664,64,62,62
Jufain Al Bishi,64.0,64,65,63
Cristian Benavente,36.666666666666664,37,43,30
Joe Rafferty,65.33333333333333,71,68,57
Anthony Caceres,61.666666666666664,60,64,61
Kgotso Moleko,63.666666666666664,64,67,60
Bright Edomwonyi,22.666666666666668,24,23,21
Geoffrey Malfleury,27.666666666666668,30,31,22
Farid Beziouen,27.0,32,27,22
Umberto Germano,60.666666666666664,61,59,62
Danzell Gravenberch,62.0,58,65,63
Abdulaziz Bo Shagra,64.33333333333333,63,64,66
Rabeaa Mohammed Sefiani,35.0,36,35,34
Mohammed Al Fehaid,63.333333333333336,64,65,61
Ahmed Ali Wailbi,60.666666666666664,62,60,60
Augusto,66.66666666666667,66,71,63
Mateusz Lewandowski,60.0,60,59,61
Jeroen Lumu,21.666666666666668,22,24,19
Tom Anderson,58.666666666666664,55,60,61
Patrick Wiegers,16.0,19,11,18
Saleh Saad Al Qumayzi,58.666666666666664,61,62,53
Hussain Abdoh Shaian,15.666666666666666,15,15,17
Dominic Poleon,20.333333333333332,19,27,15
George Williams,19.333333333333332,11,20,27
Morgan Fox,64.0,64,66,62
Robin Buwalda,61.666666666666664,61,61,63
Mathias Bossaerts,61.666666666666664,64,67,54
Zymer Bytyqi,12.666666666666666,13,13,12
Choi Sung Keun,62.333333333333336,61,63,63
Christophe Hérelle,66.0,73,67,58
Marcus Danielsson,63.0,63,62,64
Bae Il Hwan,29.0,25,27,35
Erik Zenga,65.33333333333333,64,66,66
Martín Rivero,53.0,50,53,56
Mayoro Ndoye-Baye,62.666666666666664,60,68,60
Lee Jin Hyung,18.0,17,19,18
Lukas Thürauer,31.666666666666668,41,29,25
