Name,Shooting,Heading,Weak_foot,Shot_Power,Finishing,Long_Shots,Freekick_Accuracy,Penalties
Philip Heise,47.285714285714285,58.0,3.0,60.0,45.0,49.0,66.0,50.0
Bruno Mendes,56.285714285714285,66.0,3.0,73.0,70.0,67.0,41.0,74.0
Tom Schütz,50.285714285714285,62.0,3.0,68.0,44.0,63.0,66.0,46.0
Josip Radošević,45.285714285714285,60.0,3.0,70.0,40.0,43.0,56.0,45.0
Jhon Cley,51.57142857142857,60.0,3.0,69.0,68.0,64.0,40.0,57.0
George Evans,48.42857142857143,61.0,3.0,66.0,59.0,64.0,50.0,36.0
Etxeberría,32.285714285714285,52.0,3.0,37.0,19.0,32.0,44.0,39.0
Jackson Irvine,50.142857142857146,68.0,3.0,64.0,64.0,57.0,45.0,50.0
Stole Dimitrievski,15.857142857142858,14.0,2.0,20.0,20.0,17.0,17.0,21.0
Gabriel Valverde,30.142857142857142,63.0,3.0,25.0,25.0,27.0,31.0,37.0
Denis Terentyev,43.857142857142854,58.0,3.0,66.0,34.0,32.0,48.0,66.0
Martín Pérez Guedes,53.857142857142854,64.0,3.0,69.0,64.0,53.0,62.0,62.0
Claudio Corvalán,44.57142857142857,66.0,3.0,62.0,35.0,46.0,39.0,61.0
Enzo Fernández,49.42857142857143,42.0,4.0,54.0,58.0,59.0,63.0,66.0
Pinillos,35.57142857142857,49.0,3.0,39.0,33.0,38.0,40.0,47.0
Biagio Meccariello,23.0,62.0,2.0,26.0,13.0,18.0,17.0,23.0
Bradley Dack,56.285714285714285,57.0,3.0,68.0,66.0,66.0,71.0,63.0
Dario Del Fabro,35.857142857142854,70.0,3.0,58.0,23.0,40.0,21.0,36.0
Luis Valcarce,48.0,52.0,3.0,57.0,49.0,56.0,58.0,61.0
Aleksandar Aleksandrov,35.714285714285715,69.0,2.0,49.0,19.0,31.0,36.0,44.0
Davide Luppi,47.142857142857146,47.0,4.0,58.0,68.0,57.0,40.0,56.0
Marco Fossati,54.285714285714285,52.0,3.0,70.0,56.0,66.0,68.0,65.0
Ibrahim Moro,48.714285714285715,51.0,3.0,77.0,57.0,60.0,37.0,56.0
Aljaz Struna,42.0,74.0,3.0,56.0,24.0,48.0,41.0,48.0
Birger Verstraete,43.857142857142854,54.0,3.0,54.0,39.0,59.0,53.0,45.0
Luis Felipe Gallegos,49.0,39.0,3.0,67.0,60.0,64.0,59.0,51.0
Melker Hallberg,52.57142857142857,55.0,3.0,77.0,51.0,76.0,65.0,41.0
Callum Paterson,48.285714285714285,76.0,3.0,72.0,59.0,50.0,32.0,46.0
Luka Đorđević,58.285714285714285,70.0,3.0,60.0,66.0,70.0,66.0,73.0
Anders Trondsen,51.42857142857143,50.0,3.0,67.0,48.0,64.0,68.0,60.0
André Ibsen Rømer,38.857142857142854,58.0,3.0,67.0,36.0,34.0,43.0,31.0
Willyan,53.857142857142854,46.0,3.0,65.0,62.0,66.0,67.0,68.0
Anatole Ngamukol,52.714285714285715,64.0,4.0,66.0,73.0,56.0,40.0,66.0
Edgar Ié,47.285714285714285,59.0,3.0,67.0,32.0,55.0,66.0,49.0
Farid Boulaya,52.57142857142857,42.0,4.0,81.0,62.0,67.0,64.0,48.0
Nikos Marinakis,42.142857142857146,49.0,3.0,55.0,43.0,58.0,48.0,39.0
Souleymane Doukara,53.142857142857146,57.0,3.0,73.0,69.0,60.0,49.0,61.0
Lucas Wílchez,54.714285714285715,39.0,3.0,72.0,65.0,70.0,75.0,59.0
Bruno Godeau,37.285714285714285,68.0,3.0,56.0,29.0,32.0,38.0,35.0
Daniel Buballa,39.857142857142854,63.0,3.0,49.0,39.0,43.0,42.0,40.0
Abdullah Al Mayoof,15.428571428571429,20.0,3.0,23.0,16.0,14.0,15.0,17.0
Derik,41.142857142857146,64.0,3.0,56.0,44.0,31.0,39.0,51.0
Christoph Martschinko,49.0,53.0,3.0,64.0,55.0,53.0,61.0,54.0
André Fomitschow,53.142857142857146,50.0,3.0,72.0,52.0,65.0,70.0,60.0
Richard Strebinger,15.0,16.0,2.0,23.0,14.0,14.0,13.0,23.0
Levent Ayçiçek,47.857142857142854,40.0,3.0,62.0,52.0,55.0,76.0,47.0
Brendan Galloway,37.57142857142857,61.0,3.0,51.0,30.0,40.0,34.0,44.0
Jonathan Buatu Mananga,42.42857142857143,66.0,3.0,64.0,37.0,44.0,41.0,42.0
Miguel Herrera,39.857142857142854,72.0,3.0,52.0,28.0,38.0,34.0,52.0
Fran Pérez,45.0,71.0,3.0,56.0,25.0,51.0,61.0,48.0
Alberto Masi,22.428571428571427,60.0,2.0,33.0,11.0,13.0,15.0,23.0
Pietro Iemmello,51.142857142857146,52.0,3.0,62.0,69.0,56.0,58.0,58.0
Hamdan Al Hamdan,55.857142857142854,61.0,4.0,63.0,63.0,62.0,68.0,70.0
Badr Al Nakly,36.0,57.0,3.0,40.0,39.0,43.0,31.0,39.0
Igor Stefanović,15.0,16.0,2.0,25.0,17.0,13.0,21.0,11.0
Queensy Menig,47.714285714285715,54.0,3.0,65.0,61.0,60.0,34.0,57.0
Łukasz Zwoliński,53.42857142857143,67.0,4.0,67.0,64.0,60.0,55.0,57.0
Donald Djoussé,51.42857142857143,63.0,3.0,75.0,59.0,64.0,33.0,63.0
Koen Van Langendonck,17.428571428571427,13.0,3.0,44.0,12.0,16.0,12.0,22.0
Jean-Marie Dongou Tsafack,48.42857142857143,58.0,3.0,77.0,65.0,58.0,33.0,45.0
Mokhtar Falatah,52.0,73.0,3.0,65.0,70.0,56.0,26.0,71.0
Ronny Philp,39.0,48.0,3.0,59.0,34.0,37.0,49.0,43.0
Khaled Sharahili,14.714285714285714,13.0,3.0,23.0,12.0,19.0,15.0,18.0
Johan Gastien,52.57142857142857,55.0,3.0,66.0,70.0,62.0,60.0,52.0
Andreas Hofmann,40.142857142857146,56.0,3.0,57.0,35.0,42.0,38.0,50.0
Hjörtur Hermannsson,27.142857142857142,66.0,3.0,32.0,17.0,19.0,22.0,31.0
Frédéric Brillant,39.0,70.0,3.0,58.0,24.0,25.0,35.0,58.0
Pelayo,47.142857142857146,72.0,3.0,49.0,49.0,49.0,49.0,59.0
Josecarlos Van Rankin,40.42857142857143,57.0,3.0,57.0,26.0,40.0,41.0,59.0
Taleb Tawatha,32.57142857142857,53.0,3.0,51.0,29.0,27.0,32.0,33.0
Željko Filipović,48.57142857142857,66.0,3.0,67.0,49.0,52.0,42.0,61.0
Magnus Eriksson,55.57142857142857,57.0,2.0,76.0,63.0,69.0,66.0,56.0
Ryan Sanusi,51.857142857142854,49.0,4.0,62.0,67.0,64.0,68.0,49.0
Marius Müller,13.0,12.0,3.0,23.0,10.0,12.0,13.0,18.0
Gbenga Arokoyo,34.0,66.0,2.0,56.0,19.0,40.0,26.0,29.0
Maxim Belyaev,33.42857142857143,72.0,3.0,40.0,24.0,23.0,32.0,40.0
Hugo Vidémont,50.714285714285715,40.0,4.0,73.0,68.0,62.0,54.0,54.0
Levent Gülen,33.142857142857146,67.0,3.0,42.0,24.0,22.0,30.0,44.0
Michael Frey,51.857142857142854,70.0,3.0,71.0,67.0,55.0,35.0,62.0
Kacper Przybyłko,54.142857142857146,70.0,4.0,70.0,66.0,65.0,48.0,56.0
Kim In Seong,47.285714285714285,45.0,3.0,66.0,63.0,40.0,48.0,66.0
Denys Bain,29.142857142857142,71.0,4.0,39.0,14.0,19.0,27.0,30.0
Thomas Lam,44.142857142857146,59.0,4.0,66.0,51.0,56.0,33.0,40.0
Nuno Lopes,42.142857142857146,53.0,3.0,60.0,44.0,45.0,43.0,47.0
Aitor García,50.57142857142857,43.0,3.0,77.0,63.0,61.0,52.0,55.0
Michał Mak,51.42857142857143,58.0,4.0,65.0,69.0,62.0,33.0,69.0
Elia Soriano,53.0,69.0,4.0,69.0,68.0,55.0,45.0,61.0
Emanuel Molina,52.57142857142857,49.0,3.0,72.0,60.0,59.0,63.0,62.0
Loret Sadiku,51.0,54.0,3.0,77.0,43.0,72.0,38.0,70.0
Chuli,52.0,59.0,3.0,70.0,66.0,56.0,43.0,67.0
John Lozano,35.285714285714285,72.0,3.0,41.0,26.0,30.0,30.0,45.0
Hernán Pertuz,30.428571428571427,64.0,2.0,34.0,23.0,23.0,28.0,39.0
Warren Creavalle,40.857142857142854,62.0,3.0,45.0,56.0,43.0,33.0,44.0
Sebastian Andersson,52.0,76.0,2.0,67.0,69.0,48.0,42.0,60.0
Shim Dong Woon,50.0,52.0,4.0,59.0,68.0,45.0,60.0,62.0
Ruben Kristiansen,39.142857142857146,45.0,3.0,47.0,43.0,46.0,42.0,48.0
Cándido Ramírez,51.42857142857143,50.0,4.0,62.0,69.0,59.0,56.0,60.0
Pablo Marí,37.857142857142854,70.0,3.0,53.0,38.0,40.0,30.0,31.0
Kelyn Rowe,56.857142857142854,47.0,4.0,77.0,59.0,76.0,71.0,64.0
Evan Bush,17.0,20.0,2.0,23.0,19.0,15.0,18.0,22.0
Pablo Iñiguez,43.142857142857146,65.0,3.0,59.0,34.0,40.0,44.0,57.0
Tristan Dingomé,51.57142857142857,59.0,3.0,70.0,57.0,60.0,57.0,55.0
Vyacheslav Podberezkin,55.285714285714285,69.0,3.0,72.0,65.0,60.0,51.0,67.0
Jeremy Dudziak,46.285714285714285,47.0,3.0,57.0,51.0,45.0,62.0,59.0
Marvin Baudry,30.285714285714285,69.0,3.0,40.0,17.0,23.0,22.0,38.0
Anton Shynder,53.285714285714285,71.0,4.0,73.0,65.0,59.0,37.0,64.0
Roman Buess,51.857142857142854,52.0,4.0,72.0,63.0,64.0,50.0,58.0
Adriá Carmona,50.42857142857143,33.0,4.0,56.0,62.0,59.0,72.0,67.0
Marko Simić,38.857142857142854,72.0,4.0,53.0,26.0,39.0,22.0,56.0
Sanjin Prcić,53.714285714285715,46.0,4.0,69.0,61.0,60.0,73.0,63.0
Stefano Sabelli,38.0,61.0,3.0,35.0,35.0,50.0,40.0,42.0
Tokelo Rantie,50.42857142857143,57.0,3.0,64.0,64.0,60.0,48.0,57.0
Serdar Dursun,55.0,67.0,4.0,73.0,68.0,58.0,47.0,68.0
Sam Johnstone,18.428571428571427,17.0,2.0,24.0,11.0,16.0,17.0,42.0
Michele Fornasier,25.0,64.0,2.0,29.0,13.0,15.0,22.0,30.0
Eddy,48.42857142857143,53.0,3.0,80.0,49.0,56.0,51.0,47.0
Pavel Nekhaychik,57.0,64.0,3.0,66.0,65.0,67.0,70.0,64.0
David Texeira,52.285714285714285,68.0,4.0,68.0,65.0,59.0,43.0,59.0
Ferhat Kaplan,12.0,14.0,1.0,19.0,15.0,13.0,13.0,9.0
Márton Eppel,52.0,68.0,3.0,71.0,72.0,66.0,35.0,49.0
Spas Delev,56.714285714285715,60.0,5.0,76.0,68.0,71.0,53.0,64.0
Jander,49.0,68.0,4.0,81.0,39.0,52.0,48.0,51.0
Tekio,36.0,59.0,3.0,54.0,36.0,39.0,25.0,36.0
Lucky Baloyi,35.57142857142857,56.0,5.0,61.0,26.0,39.0,30.0,32.0
Nicolas,14.857142857142858,12.0,3.0,25.0,18.0,12.0,13.0,21.0
Clemens Schoppenhauer,31.142857142857142,69.0,3.0,47.0,19.0,23.0,28.0,29.0
Ryan Fredericks,43.857142857142854,52.0,3.0,50.0,49.0,46.0,42.0,65.0
Ahmed Akaichi,54.57142857142857,65.0,4.0,73.0,67.0,63.0,49.0,61.0
Nihat Şahin,15.571428571428571,21.0,3.0,20.0,12.0,12.0,18.0,23.0
Sebastian Maier,53.142857142857146,47.0,4.0,70.0,54.0,68.0,70.0,59.0
Diego Rubio,56.0,67.0,3.0,73.0,69.0,64.0,42.0,74.0
Javi Hervás,48.714285714285715,42.0,2.0,56.0,47.0,55.0,70.0,69.0
Simon Kroon,49.0,41.0,3.0,63.0,59.0,55.0,61.0,61.0
Tom Beugelsdijk,38.0,73.0,3.0,56.0,34.0,33.0,23.0,44.0
Shawn Parker,57.142857142857146,57.0,4.0,80.0,66.0,71.0,57.0,65.0
Rohan Ince,44.142857142857146,68.0,3.0,71.0,27.0,59.0,40.0,41.0
Kevin Jansen,49.857142857142854,58.0,3.0,64.0,46.0,65.0,61.0,52.0
Dico Koppers,40.285714285714285,67.0,2.0,53.0,40.0,35.0,37.0,48.0
Xavier Mercier,50.42857142857143,32.0,2.0,67.0,63.0,69.0,66.0,54.0
Alexandru Bourceanu,56.0,65.0,2.0,68.0,59.0,69.0,68.0,61.0
Paul Papp,48.142857142857146,74.0,3.0,68.0,44.0,48.0,49.0,51.0
Xavi Molina,43.285714285714285,78.0,3.0,58.0,40.0,45.0,42.0,37.0
Aleksandar Tonev,56.0,54.0,5.0,80.0,59.0,74.0,67.0,53.0
Álex Barrera,51.0,55.0,3.0,61.0,66.0,61.0,56.0,55.0
Juan David Valencia,50.0,53.0,4.0,74.0,45.0,70.0,73.0,31.0
Góngora,57.857142857142854,55.0,2.0,84.0,53.0,66.0,75.0,70.0
Arlind Ajeti,37.714285714285715,68.0,3.0,52.0,21.0,34.0,41.0,45.0
Ouasim Bouy,57.0,68.0,4.0,78.0,50.0,75.0,75.0,49.0
Robert Hall,51.42857142857143,59.0,4.0,60.0,62.0,61.0,63.0,51.0
Tyler Blackett,44.714285714285715,64.0,3.0,56.0,24.0,56.0,65.0,45.0
Gutti,34.857142857142854,69.0,2.0,48.0,18.0,16.0,45.0,46.0
Ryan Tunnicliffe,49.142857142857146,56.0,3.0,68.0,53.0,61.0,47.0,56.0
Josh Vela,44.42857142857143,48.0,3.0,46.0,60.0,58.0,50.0,46.0
Lee Jong Sung,50.142857142857146,57.0,3.0,67.0,56.0,65.0,53.0,50.0
Jake Gleeson,14.714285714285714,19.0,2.0,22.0,16.0,20.0,11.0,13.0
Nicholas Yennaris,43.285714285714285,55.0,3.0,60.0,62.0,48.0,25.0,50.0
Kevin Ellis,46.285714285714285,62.0,2.0,59.0,56.0,50.0,51.0,44.0
Sergey Kislyak,55.285714285714285,59.0,3.0,50.0,54.0,73.0,78.0,70.0
Aslan Dudiev,39.285714285714285,53.0,3.0,67.0,15.0,38.0,53.0,46.0
Kristoffer Larsen,51.285714285714285,53.0,4.0,77.0,64.0,67.0,63.0,31.0
Stevie May,54.42857142857143,64.0,3.0,69.0,65.0,64.0,54.0,62.0
David Bingham,14.428571428571429,14.0,2.0,24.0,9.0,13.0,19.0,20.0
Jesper Drost,51.857142857142854,59.0,3.0,64.0,66.0,61.0,46.0,64.0
Jonathan Zongo,51.42857142857143,62.0,3.0,76.0,64.0,58.0,52.0,45.0
Kim Ho Nam,52.142857142857146,62.0,4.0,58.0,60.0,63.0,56.0,62.0
C.J. Sapong,50.285714285714285,72.0,3.0,70.0,65.0,49.0,46.0,47.0
Luciano Slagveer,49.714285714285715,57.0,3.0,65.0,66.0,62.0,42.0,53.0
Jalil Anibaba,44.0,64.0,3.0,68.0,29.0,56.0,45.0,43.0
Jordan Cousins,42.42857142857143,44.0,3.0,68.0,49.0,57.0,29.0,47.0
Viktor Dorian Klonaridis,52.57142857142857,36.0,4.0,71.0,67.0,68.0,60.0,62.0
Will Bruin,54.0,65.0,3.0,73.0,64.0,64.0,52.0,57.0
Ryō Miyaichi,42.857142857142854,29.0,4.0,63.0,53.0,41.0,48.0,62.0
Erdin Demir,45.142857142857146,54.0,2.0,69.0,37.0,52.0,54.0,48.0
Callum Harriott,46.714285714285715,32.0,3.0,64.0,60.0,66.0,50.0,52.0
Michele Camporese,33.285714285714285,67.0,3.0,49.0,14.0,38.0,20.0,42.0
Diego Fagundez,51.714285714285715,48.0,2.0,70.0,62.0,67.0,61.0,52.0
Veton Berisha,53.142857142857146,59.0,4.0,74.0,63.0,61.0,44.0,67.0
Siyanda Xulu,49.0,64.0,3.0,53.0,47.0,52.0,60.0,64.0
Joe Bendik,13.714285714285714,11.0,3.0,24.0,10.0,12.0,19.0,17.0
Mehdi Terki,45.42857142857143,55.0,4.0,56.0,54.0,52.0,44.0,53.0
Jarchinio Antonia,43.142857142857146,43.0,4.0,58.0,55.0,49.0,47.0,46.0
Mads Agesen,32.714285714285715,68.0,2.0,45.0,12.0,25.0,38.0,39.0
Dickson Nwakaeme,51.42857142857143,61.0,2.0,78.0,64.0,59.0,44.0,52.0
Campabadal,29.714285714285715,56.0,3.0,23.0,12.0,21.0,45.0,48.0
Junior Tallo,55.142857142857146,66.0,3.0,68.0,66.0,64.0,54.0,65.0
Alessandro Iacobucci,17.571428571428573,12.0,1.0,41.0,13.0,15.0,18.0,23.0
Daniel Høegh,39.285714285714285,76.0,2.0,58.0,31.0,46.0,28.0,34.0
Nicklas Helenius,57.285714285714285,64.0,3.0,72.0,67.0,66.0,56.0,73.0
Doneil Henry,42.142857142857146,69.0,2.0,71.0,36.0,47.0,40.0,30.0
Álex Pérez,32.714285714285715,67.0,3.0,42.0,20.0,25.0,31.0,41.0
Zacharie Boucher,13.0,21.0,3.0,16.0,12.0,8.0,9.0,22.0
Rafał Janicki,36.142857142857146,56.0,2.0,54.0,24.0,33.0,34.0,50.0
José Ángel,38.857142857142854,59.0,3.0,40.0,35.0,39.0,46.0,50.0
Franco Signorelli,47.0,55.0,2.0,68.0,45.0,61.0,51.0,47.0
Christoph Hemlein,53.0,52.0,3.0,74.0,63.0,62.0,59.0,58.0
Ali Crawford,55.142857142857146,52.0,3.0,67.0,66.0,73.0,69.0,56.0
Alessandro Crescenzi,36.57142857142857,59.0,4.0,61.0,31.0,30.0,33.0,38.0
Loris Néry,47.57142857142857,63.0,3.0,61.0,43.0,57.0,51.0,55.0
John Lundstram,50.57142857142857,52.0,4.0,66.0,57.0,60.0,63.0,52.0
Max Power,54.714285714285715,51.0,3.0,75.0,64.0,66.0,63.0,61.0
Vytautas Andriuškevičius,43.57142857142857,65.0,3.0,61.0,31.0,48.0,63.0,34.0
Tim Melia,15.428571428571429,13.0,2.0,17.0,20.0,18.0,19.0,19.0
Ted van de Pavert,42.285714285714285,70.0,3.0,61.0,43.0,44.0,36.0,39.0
Jonathan Rivierez,33.142857142857146,70.0,3.0,46.0,17.0,25.0,36.0,35.0
Gordan Bunoza,39.57142857142857,68.0,3.0,62.0,24.0,48.0,38.0,34.0
Stefan Ortega,15.714285714285714,20.0,4.0,23.0,15.0,12.0,12.0,24.0
Zakaria Diallo,40.714285714285715,63.0,3.0,53.0,35.0,38.0,45.0,48.0
Jamie Paterson,57.142857142857146,62.0,4.0,68.0,66.0,67.0,69.0,64.0
Zakarya Bergdich,45.0,64.0,2.0,74.0,46.0,39.0,46.0,44.0
Christian Gartner,49.0,54.0,3.0,70.0,41.0,66.0,58.0,51.0
Kamil Drygas,56.0,69.0,3.0,69.0,63.0,66.0,64.0,58.0
Collin Quaner,51.285714285714285,66.0,4.0,70.0,67.0,59.0,38.0,55.0
Fran Vélez,34.857142857142854,60.0,3.0,51.0,28.0,37.0,31.0,34.0
Federico Vismara,43.857142857142854,58.0,3.0,57.0,37.0,49.0,51.0,52.0
Yvan Erichot,37.142857142857146,68.0,2.0,51.0,28.0,27.0,34.0,50.0
Jens Cools,49.857142857142854,69.0,3.0,62.0,43.0,55.0,65.0,52.0
Provencio,50.714285714285715,55.0,3.0,55.0,56.0,60.0,67.0,59.0
Turgut Doğan Şahin,55.142857142857146,59.0,3.0,70.0,63.0,64.0,61.0,66.0
Erick Torres,54.57142857142857,68.0,3.0,70.0,65.0,65.0,41.0,70.0
Ilie Sánchez,47.0,65.0,3.0,49.0,39.0,57.0,49.0,67.0
Damiano Zanon,40.857142857142854,60.0,2.0,60.0,30.0,46.0,40.0,48.0
John Tshibumbu,56.285714285714285,71.0,3.0,63.0,67.0,67.0,60.0,63.0
Dušan Cvetinović,44.42857142857143,66.0,4.0,60.0,41.0,46.0,41.0,53.0
Raphaël Cacérès,55.0,72.0,3.0,70.0,64.0,62.0,51.0,63.0
Yoann Court,47.0,26.0,3.0,75.0,57.0,61.0,61.0,46.0
Benjamin Gorka,48.285714285714285,76.0,3.0,73.0,24.0,60.0,63.0,39.0
Dejan Lekić,57.57142857142857,79.0,3.0,71.0,72.0,60.0,51.0,67.0
Jandson,56.285714285714285,69.0,3.0,73.0,69.0,61.0,64.0,55.0
Laurens Paulussen,49.142857142857146,55.0,3.0,68.0,46.0,63.0,56.0,53.0
Bennard Kumordzi,54.0,72.0,3.0,73.0,57.0,64.0,50.0,59.0
Franck L'Hostis,17.714285714285715,15.0,3.0,22.0,15.0,19.0,25.0,25.0
Mandi,48.714285714285715,59.0,3.0,69.0,49.0,49.0,49.0,63.0
Thanos Petsos,55.57142857142857,61.0,3.0,79.0,46.0,72.0,70.0,58.0
Jerónimo Amione,50.857142857142854,60.0,3.0,68.0,70.0,67.0,38.0,50.0
Pau Torres,15.428571428571429,14.0,2.0,22.0,20.0,12.0,19.0,19.0
Andrea Lisuzzo,36.42857142857143,67.0,3.0,45.0,14.0,40.0,36.0,50.0
Javier Toledo,59.57142857142857,77.0,3.0,62.0,79.0,76.0,57.0,63.0
Saliou Ciss,45.142857142857146,60.0,3.0,66.0,58.0,55.0,41.0,33.0
Bjørn Paulsen,56.714285714285715,72.0,3.0,70.0,66.0,65.0,63.0,58.0
Tom Bradshaw,51.142857142857146,60.0,3.0,64.0,69.0,59.0,35.0,68.0
Mathias Autret,52.57142857142857,43.0,3.0,71.0,62.0,65.0,62.0,62.0
Ivan Franjic,48.714285714285715,57.0,2.0,68.0,57.0,66.0,32.0,59.0
Aguilera,44.57142857142857,37.0,3.0,63.0,52.0,57.0,60.0,40.0
Jon Taylor,47.714285714285715,41.0,3.0,61.0,64.0,65.0,37.0,63.0
Pascal Testroet,54.285714285714285,61.0,4.0,71.0,69.0,67.0,39.0,69.0
Dedryck Boyata,27.571428571428573,72.0,3.0,56.0,11.0,25.0,13.0,13.0
Abdallah El-Said,61.0,64.0,3.0,78.0,68.0,69.0,76.0,69.0
Abdoulaye Diallo,13.0,13.0,2.0,19.0,11.0,12.0,14.0,20.0
Sören Bertram,58.0,47.0,4.0,74.0,67.0,71.0,74.0,69.0
Jake Bidwell,40.57142857142857,56.0,2.0,65.0,29.0,51.0,60.0,21.0
Marvin Bejarano,34.42857142857143,63.0,3.0,46.0,27.0,36.0,37.0,29.0
Marcel Titsch-Rivero,43.42857142857143,59.0,3.0,61.0,46.0,50.0,39.0,46.0
Roberto Cereceda,46.857142857142854,41.0,3.0,65.0,42.0,53.0,49.0,75.0
James Tavernier,54.42857142857143,59.0,3.0,66.0,55.0,70.0,72.0,56.0
Kamran Ağayev,11.428571428571429,20.0,2.0,9.0,8.0,10.0,16.0,15.0
Guy Michel Landel,48.57142857142857,54.0,3.0,55.0,57.0,64.0,44.0,63.0
Toni Dovale,53.285714285714285,46.0,2.0,53.0,59.0,71.0,74.0,68.0
Johan Martial,32.142857142857146,66.0,3.0,41.0,25.0,22.0,33.0,35.0
Craig Dawson,41.42857142857143,78.0,2.0,57.0,49.0,14.0,24.0,66.0
Alexey Nikitin,28.0,68.0,5.0,28.0,20.0,14.0,20.0,41.0
Jonathan Tinhan,51.714285714285715,65.0,3.0,60.0,67.0,49.0,54.0,64.0
Antonio Mazzotta,46.142857142857146,60.0,2.0,64.0,27.0,59.0,44.0,67.0
Alan Chochiev,49.42857142857143,52.0,4.0,57.0,60.0,55.0,56.0,62.0
Jukka Raitala,48.714285714285715,64.0,5.0,70.0,29.0,60.0,65.0,48.0
Lakdar Boussaha,57.42857142857143,66.0,3.0,73.0,71.0,70.0,49.0,70.0
Veysel Sarı,49.57142857142857,71.0,2.0,75.0,40.0,69.0,42.0,48.0
Francesco Signori,47.42857142857143,51.0,4.0,59.0,55.0,60.0,54.0,49.0
Max Grün,13.0,12.0,3.0,19.0,16.0,12.0,13.0,16.0
Escassi,43.285714285714285,65.0,4.0,46.0,36.0,43.0,60.0,49.0
Sam Clucas,55.0,60.0,5.0,64.0,65.0,63.0,63.0,65.0
Marco Calderoni,45.42857142857143,61.0,2.0,67.0,41.0,61.0,37.0,49.0
Joe Mason,53.142857142857146,64.0,4.0,64.0,67.0,66.0,41.0,66.0
Villalibre,53.857142857142854,69.0,3.0,77.0,67.0,55.0,36.0,70.0
Edu Ramos,42.714285714285715,34.0,3.0,66.0,46.0,49.0,53.0,48.0
Niklas Backman,50.714285714285715,64.0,3.0,76.0,47.0,57.0,58.0,50.0
Xavier Chavalerin,52.142857142857146,48.0,3.0,67.0,59.0,63.0,62.0,63.0
Davide Gavazzi,52.285714285714285,59.0,4.0,71.0,60.0,70.0,51.0,51.0
Tyler Deric,13.428571428571429,18.0,2.0,12.0,13.0,13.0,16.0,20.0
Martin Nešpor,53.285714285714285,72.0,3.0,66.0,71.0,63.0,45.0,53.0
Lerin Duarte,59.142857142857146,53.0,4.0,77.0,62.0,72.0,74.0,72.0
Guus Hupperts,50.142857142857146,58.0,3.0,70.0,52.0,62.0,55.0,51.0
Aitor,20.571428571428573,20.0,2.0,32.0,22.0,30.0,14.0,24.0
Philipp Klingmann,41.42857142857143,64.0,3.0,51.0,39.0,41.0,46.0,46.0
Muhammed İldiz,54.57142857142857,53.0,3.0,73.0,45.0,71.0,74.0,63.0
Christoph Schösswendter,32.42857142857143,80.0,3.0,40.0,24.0,23.0,21.0,36.0
Ömer Bayram,54.714285714285715,50.0,3.0,73.0,63.0,66.0,68.0,60.0
Neil Etheridge,17.428571428571427,11.0,2.0,24.0,13.0,11.0,18.0,43.0
Víctor Pérez,53.0,49.0,4.0,58.0,49.0,59.0,70.0,82.0
Pierrick Cros,12.571428571428571,15.0,3.0,22.0,12.0,13.0,9.0,14.0
Diego Cháves,56.142857142857146,66.0,4.0,70.0,72.0,65.0,50.0,66.0
Ross Draper,50.857142857142854,68.0,3.0,58.0,57.0,56.0,57.0,57.0
Nicolaj Madsen,55.57142857142857,66.0,4.0,68.0,64.0,66.0,64.0,57.0
Milan Djuric,56.714285714285715,75.0,3.0,72.0,68.0,60.0,53.0,66.0
Joan Oriol,47.42857142857143,59.0,3.0,69.0,51.0,50.0,51.0,49.0
Gia Grigalava,39.857142857142854,61.0,3.0,44.0,29.0,35.0,62.0,45.0
Athanasios Papazoglou,57.857142857142854,75.0,3.0,73.0,68.0,63.0,62.0,61.0
Dani Schahin,54.857142857142854,71.0,3.0,70.0,67.0,59.0,42.0,72.0
Cristian Tănase,56.57142857142857,54.0,3.0,73.0,66.0,73.0,64.0,63.0
Matthias Zimmermann,40.142857142857146,54.0,4.0,60.0,46.0,44.0,29.0,44.0
Steven Vitória,58.142857142857146,68.0,3.0,76.0,47.0,63.0,74.0,76.0
Adam Matuschyk,54.0,66.0,4.0,73.0,57.0,70.0,57.0,51.0
José Carlos,58.857142857142854,57.0,4.0,70.0,64.0,70.0,79.0,68.0
Jesús Fernández,14.857142857142858,15.0,3.0,22.0,16.0,14.0,13.0,21.0
Graham Carey,56.57142857142857,58.0,3.0,73.0,61.0,74.0,73.0,54.0
Murray Davidson,53.57142857142857,68.0,3.0,68.0,58.0,60.0,64.0,54.0
Viktor Lundberg,58.0,64.0,3.0,77.0,66.0,68.0,67.0,61.0
Pedro Queirós,39.42857142857143,57.0,2.0,52.0,44.0,45.0,39.0,37.0
Jean Sony Alcenat,45.857142857142854,60.0,3.0,63.0,45.0,59.0,47.0,44.0
Carlos Guzmán,44.42857142857143,69.0,3.0,59.0,43.0,44.0,41.0,52.0
Kim Sung Joon,54.142857142857146,58.0,3.0,66.0,61.0,64.0,66.0,61.0
Lim Jong Eun,38.714285714285715,79.0,3.0,39.0,38.0,37.0,38.0,37.0
Hamad Al Hamad,56.57142857142857,45.0,4.0,70.0,65.0,67.0,77.0,68.0
Federico Mancinelli,38.57142857142857,64.0,3.0,56.0,27.0,50.0,29.0,41.0
Takumi Shimohira,40.142857142857146,62.0,2.0,61.0,39.0,51.0,36.0,30.0
