Name,Shooting,Heading,Weak_foot,Shot_Power,Finishing,Long_Shots,Freekick_Accuracy,Penalties
Giorgi Shelia,11.571428571428571,15,3,25,6,7,13,12
Amir Hadziahmetovic,51.0,54,3,72,46,66,61,55
Hisashi Jogo,53.285714285714285,60,3,70,67,59,50,64
Kosuke Taketomi,51.0,68,3,70,70,63,37,46
Seigo Kobayashi,37.0,43,3,46,55,37,35,40
Hidekazu Otani,32.285714285714285,43,3,48,27,29,33,43
Ryota Nagaki,48.42857142857143,57,2,58,52,61,52,57
Kazunori Yoshimoto,41.42857142857143,62,3,46,44,49,41,45
Ryoya Ogawa,40.57142857142857,50,2,47,45,50,43,47
Yota Akimoto,13.285714285714286,14,3,17,18,16,13,12
Choi Kyu Baek,31.142857142857142,68,3,40,21,22,28,36
Cayman Togashi,50.57142857142857,64,3,65,65,66,27,64
Yoshiki Takahashi,39.857142857142854,54,3,46,54,48,35,39
Masato Fujita,40.0,52,3,48,35,55,44,43
Lautaro Comas,43.57142857142857,37,3,61,55,55,40,54
José Méndez,46.285714285714285,38,4,65,55,57,53,52
Kim Min Hyeok,28.285714285714285,59,2,45,19,19,22,32
Kentaro Oi,29.571428571428573,65,3,34,24,22,23,36
Taisuke Nakamura,30.428571428571427,65,3,26,29,23,34,33
Kohei Shimizu,44.142857142857146,35,3,56,55,47,64,49
Tatsuya Morita,11.0,13,3,15,7,9,14,16
Diego Zabala,51.42857142857143,60,2,64,62,55,55,62
Yusuke Chajima,46.142857142857146,43,4,64,60,53,50,49
Sho Sasaki,30.428571428571427,65,3,38,23,17,29,38
Hitoshi Shiota,10.571428571428571,13,3,18,9,6,12,13
Yasuhiro Hiraoka,25.571428571428573,45,3,39,17,23,21,31
Shun Obu,32.285714285714285,61,3,43,24,33,26,36
Vitor Costa,48.714285714285715,50,2,68,48,69,55,49
Yūki Mutō,56.857142857142854,61,2,76,68,71,49,71
Daisuke Nasu,42.714285714285715,61,3,55,34,37,46,63
Koki Otani,12.571428571428571,14,2,21,12,15,11,13
Gaëtan Perrin,51.57142857142857,60,3,62,60,62,47,67
Gastón Bottino,42.857142857142854,63,2,58,49,39,39,50
Maximiliano Lugo,46.857142857142854,46,3,61,56,58,45,59
Milan Jevtovic,51.42857142857143,48,5,67,64,63,54,59
Stefan Silva,52.42857142857143,54,4,59,67,64,62,57
Franco Mazurek,41.0,42,3,54,49,55,38,46
Agustín Bouzat,46.857142857142854,56,2,58,62,59,32,59
Farouk Miya,51.0,47,3,67,66,63,51,60
Carlos Sinisterra,44.285714285714285,51,3,61,59,50,33,53
Gonzalo Bazán,53.42857142857143,45,3,65,61,71,65,64
Mohamed Benyettou,52.0,59,3,64,67,56,52,63
Neri Bandiera,48.857142857142854,57,3,51,64,79,27,61
Brandon Vincent,43.142857142857146,55,3,59,34,51,42,58
Miguel Solís,10.714285714285714,13,2,21,5,8,11,15
Tsubasa Endoh,40.142857142857146,39,3,49,54,50,37,49
Vedran Jugović,51.285714285714285,55,4,60,64,58,55,63
Fredrik Aursnes,46.0,47,3,58,49,58,42,65
Leonardo Ruíz,50.714285714285715,70,3,70,65,52,32,63
Álvaro Tejero,50.285714285714285,49,3,75,35,64,68,58
Maecky Ngombo,49.0,55,2,60,69,61,35,61
Kevin Londoño,40.285714285714285,37,3,56,58,52,31,45
Romain Del Castillo,48.142857142857146,44,3,66,62,61,47,54
Robert Gojani,40.857142857142854,42,3,50,39,49,53,50
Jamie Hopcutt,47.42857142857143,46,3,62,63,65,41,52
Dennis Widgren,38.42857142857143,45,1,59,29,45,52,38
Douglas Bergqvist,34.142857142857146,69,4,50,23,31,27,35
Brahim Díaz,44.57142857142857,30,4,61,62,50,47,58
Philipp Lienhart,33.57142857142857,66,3,27,24,34,40,41
Jalil Elías,42.857142857142854,54,2,65,32,59,41,47
Mathieu Cafaro,51.57142857142857,47,3,74,66,68,51,52
Dorian Caddy,54.142857142857146,63,3,67,67,62,50,67
Boris Radunović,15.857142857142858,15,2,24,19,15,14,22
Hugo Rama,41.285714285714285,39,3,51,39,70,40,47
Martin Bukata,40.42857142857143,52,4,59,34,55,39,40
Leandro Rodríguez,57.142857142857146,73,3,69,69,67,45,74
Lucas Galvão,42.57142857142857,53,3,56,52,47,39,48
Faiz Selemani,46.714285714285715,42,3,62,63,61,40,56
Ademola Lookman,50.714285714285715,49,4,70,64,69,34,65
Nacho,53.142857142857146,55,3,66,67,60,46,75
Nacho Gil,43.714285714285715,30,3,56,52,55,62,48
Leandrinho,47.57142857142857,56,2,57,62,53,33,70
Marco Tagbajumi,49.42857142857143,62,2,66,67,54,32,63
Alisson Farias,40.714285714285715,60,3,50,41,39,47,45
Mert Örnek,49.0,62,4,64,58,59,36,60
Marin Oršulić,43.57142857142857,61,3,63,26,58,59,35
Jay-Roy Grot,45.0,55,3,72,63,44,38,40
Sero Rochedo,46.0,65,3,53,38,57,47,59
Emílio Trevões,52.285714285714285,56,4,62,65,59,43,77
Paulito Zanon,47.0,69,2,62,43,52,43,58
Henrique Jardinel,40.0,41,3,41,45,43,48,59
Nuno Moldeiro,39.857142857142854,52,3,48,20,52,51,53
Bruno Fagundeiro,39.285714285714285,59,3,42,31,40,45,55
João Gerster,49.42857142857143,76,2,51,62,56,44,55
Edu Selneira,46.285714285714285,69,2,65,38,59,45,46
Marcelo Vildeia,50.285714285714285,53,3,65,59,61,49,62
Renan Tojeiras,53.714285714285715,66,2,77,58,57,62,54
Adnan Vidual,50.0,73,3,73,48,42,52,59
Lúcio Corteijo,36.857142857142854,49,3,51,17,48,40,50
Lucas Mantela,42.857142857142854,66,3,55,40,48,41,47
Peter Abradanel,16.857142857142858,23,3,22,15,18,13,24
Lassana Coulibaly,47.142857142857146,64,3,61,58,53,42,49
Enock Kwateng,35.0,66,2,41,30,38,31,37
Dave Romney,30.142857142857142,65,2,27,24,24,34,35
Daniele Mignanelli,34.142857142857146,40,3,58,35,49,25,29
Borja Domingo,50.57142857142857,65,3,66,67,64,28,61
Kilian Grant,54.0,57,3,76,66,64,41,71
Mayron George,51.142857142857146,70,3,68,59,53,50,55
Jérémy Vachoux,16.0,17,2,24,19,17,10,23
Philipp Ochs,46.714285714285715,46,3,63,59,52,41,63
Uroš Korun,32.142857142857146,61,2,39,26,24,31,42
Shamil Gasanov,37.714285714285715,63,3,56,23,40,35,44
Gökhan Akkan,14.571428571428571,13,2,19,15,14,18,21
Simone Rapp,48.57142857142857,69,3,62,64,45,41,56
Hugo Gomes,32.714285714285715,67,3,45,21,24,30,39
Arroyo,33.142857142857146,48,3,37,28,34,37,45
Miloš Degenek,41.57142857142857,54,3,70,40,53,32,39
Arturo Calabresi,34.285714285714285,63,3,45,22,29,34,44
Víctor Morales,30.857142857142858,63,3,45,20,25,25,35
Daniel Alexis Castillo,16.857142857142858,17,2,18,21,21,18,21
Pablo Rojas,44.857142857142854,43,2,65,64,55,29,56
Batraz Khadartsev,50.285714285714285,49,3,64,61,62,48,65
Georgiy Zotov,39.42857142857143,55,4,44,33,54,41,45
Àlex Corredera,50.57142857142857,55,3,59,59,51,68,59
Christian Tabó,46.0,41,3,57,56,54,61,50
Thomas Ouwejan,45.142857142857146,43,4,60,39,65,65,40
Jan Kliment,51.0,65,3,65,65,55,49,55
Pantelis Hatzidiakos,40.57142857142857,64,3,65,20,55,37,40
Muhammed Bayır,34.714285714285715,54,4,58,24,42,29,32
Serdar Deliktaş,50.42857142857143,59,3,71,69,57,28,66
Branislav Niňaj,28.857142857142858,61,3,33,18,23,24,40
Jeppe Kjær,47.57142857142857,51,3,60,64,58,41,56
Kévin N'Doram,32.42857142857143,64,2,47,22,23,29,40
Daniel Angulo,51.857142857142854,65,3,68,71,64,34,58
Olivier Myny,47.57142857142857,32,3,65,62,62,55,54
Grégoire Amiot,32.57142857142857,63,2,37,21,29,35,41
Manuel Guanini,33.42857142857143,72,3,39,18,21,32,49
Ludcinio Marengo,35.714285714285715,23,3,45,51,44,34,50
Gift Motupa,48.714285714285715,46,3,55,66,61,54,56
André Green,47.142857142857146,50,3,64,61,46,45,61
Ricardo Bagadur,34.285714285714285,61,2,43,28,28,34,44
Ramiro Ballivián,32.57142857142857,66,3,43,20,28,33,35
Diego Alende,29.142857142857142,64,3,31,24,23,26,33
Lukas Görtler,47.57142857142857,58,3,61,63,55,42,51
Edison Tarabai,47.0,57,3,57,62,57,35,58
Ezequiel Ávila,45.57142857142857,44,4,61,57,58,44,51
Adrian Dabasse,53.42857142857143,69,3,73,58,63,44,64
Mamadou Thiam,48.714285714285715,56,3,62,62,59,36,63
Pape Abou Cissé,32.57142857142857,61,2,44,23,27,33,38
Valtteri Moren,34.142857142857146,65,3,38,25,21,40,47
Romuald Lacazette,47.42857142857143,76,3,69,42,52,43,47
Bernabé,16.285714285714285,18,3,18,19,14,19,23
Oh Seung Hoon,14.857142857142858,11,3,25,17,11,16,21
Arquímedes Figuera,43.57142857142857,64,3,61,22,49,51,55
Chi Zhongguo,37.57142857142857,40,4,41,54,44,37,43
Luciano Ospina,28.714285714285715,69,3,37,16,18,22,36
John McCarthy,14.571428571428571,17,2,22,17,13,13,18
Beni Badibanga,38.285714285714285,30,3,67,50,40,29,49
Josip Barišić,51.57142857142857,67,3,64,67,61,33,66
Maximiliano Calzada,38.57142857142857,55,3,42,44,45,40,41
Calvin Verdonk,46.857142857142854,36,4,71,19,70,69,59
Gastón Giménez,50.42857142857143,63,3,65,55,59,56,52
Jodi Jones,48.142857142857146,39,2,59,59,58,62,58
Maximilian Mittelstädt,39.42857142857143,57,4,49,39,44,41,42
Misael Riascos,47.857142857142854,59,3,62,66,59,31,55
Oh Chang Hyeon,48.857142857142854,54,3,56,55,63,62,49
Pedro Monteiro,34.714285714285715,70,2,48,22,29,32,40
Elías Már Ómarsson,45.714285714285715,53,3,62,66,54,32,50
Alexandre Vincent,50.714285714285715,64,2,66,65,59,32,67
Wilder Mosquera,15.714285714285714,17,2,24,13,14,19,21
Michael Zetterer,14.714285714285714,18,4,22,16,14,14,15
Roberto Brum,45.42857142857143,50,3,66,50,65,33,51
Agustín Rossi,16.285714285714285,17,3,23,11,19,20,21
Diego Gregori,39.42857142857143,39,3,52,53,49,33,47
Konstantin Kerschbaumer,46.0,48,4,55,51,46,63,55
Alessio Vita,49.0,58,3,57,61,65,31,68
Ignacio Boggino,28.857142857142858,68,2,39,17,21,25,30
John Varela,41.714285714285715,34,3,50,57,64,38,46
Léiner Escalante,47.42857142857143,58,3,61,65,56,30,59
David Ramirez,49.57142857142857,54,3,68,61,57,42,62
Matías Castro,14.571428571428571,17,3,25,11,13,10,23
Felipe Banguero,28.857142857142858,55,3,25,28,27,33,31
Jang Hyun Soo,46.857142857142854,57,3,58,65,49,40,56
Arley Rodríguez,50.42857142857143,56,3,65,68,68,34,59
Ramón Córdoba,31.714285714285715,69,3,41,21,23,29,36
Ferhad Ayaz,51.0,49,5,64,62,63,53,61
Aron Elís Thrándarson,51.285714285714285,63,3,65,58,57,51,62
Sergio Santos,50.142857142857146,63,4,69,65,54,35,61
Matías Giordano,15.285714285714286,18,2,22,14,13,17,21
Kieran Dowell,50.714285714285715,52,2,67,64,65,51,54
Renzo Vera,51.142857142857146,65,2,74,30,59,58,70
Lucas Villarruel,38.57142857142857,47,3,49,32,46,46,47
Hwang Hee Chan,50.57142857142857,61,4,66,66,56,41,60
Sean Davis,51.42857142857143,62,4,62,52,57,65,58
Thilo Kehrer,38.42857142857143,59,3,50,33,40,38,46
Desevio Payne,33.857142857142854,52,3,36,32,35,38,41
Chey Dunkley,32.714285714285715,70,2,41,32,25,25,34
Milen Gamakov,46.285714285714285,63,3,65,42,66,37,48
Elliot Käck,44.0,51,4,68,37,55,54,39
Gaston Camara,47.142857142857146,42,2,73,60,48,47,58
Boubacar Barry,44.142857142857146,39,3,56,57,52,49,53
Maximilian Dittgen,44.285714285714285,41,3,70,59,40,43,54
Bruce Kamau,43.857142857142854,44,3,62,60,50,36,52
Anuar,42.57142857142857,56,3,60,43,43,42,51
Kasim Adams Nuhu,41.0,72,3,67,36,29,31,49
Kingsley Ehizibue,49.42857142857143,65,2,72,62,67,34,44
Gyrano Kerk,44.857142857142854,39,3,65,63,55,34,55
George Puşcaş,52.0,58,3,65,68,58,43,69
Ilzat Akhmetov,42.142857142857146,34,4,53,52,52,50,50
Alexandr Zuev,46.42857142857143,42,4,64,62,46,46,61
Marlon Frey,46.142857142857146,66,3,58,38,59,47,52
Stiven Vega,28.285714285714285,58,3,34,22,17,26,38
Abdulrahman Al Shammari,34.0,57,3,54,24,29,38,33
Maurice Hirsch,40.57142857142857,67,3,48,32,35,42,57
Kaan Baysal,52.285714285714285,54,5,65,48,59,65,70
Jhon Duque,36.857142857142854,59,3,47,41,32,39,37
Gennaro Acampora,50.42857142857143,41,2,70,56,68,61,55
Mickaël Latour,47.285714285714285,57,3,55,63,51,34,68
Ivan Provedel,15.428571428571429,17,2,17,17,20,13,22
Tomáš Malec,53.142857142857146,69,3,66,65,65,45,59
Rafael Barrios,33.42857142857143,53,3,36,30,33,34,45
Alexey Pugin,53.57142857142857,55,4,81,69,56,48,62
Yin Hongbo,48.857142857142854,47,4,60,60,62,64,45
Israel Poblete,48.142857142857146,37,3,67,56,57,65,52
Andrea Arrighini,52.0,68,3,65,65,61,40,62
Pietro Visconti,47.714285714285715,54,3,62,45,56,67,47
Emiliano Tellechea,47.714285714285715,59,3,64,56,57,44,51
Adrián Scifo,35.42857142857143,50,3,46,25,31,43,50
Yann,50.0,50,3,67,50,64,59,57
Lucas Hoyos,16.428571428571427,17,2,19,12,19,20,26
Taras Romanchuk,53.57142857142857,57,3,68,61,63,60,63
Nicolás Stefanelli,49.142857142857146,44,4,63,75,57,46,55
Serge Leuko,42.57142857142857,52,3,71,42,50,39,41
Oğuzhan Aydoğan,53.142857142857146,48,3,67,63,66,65,60
Iván Calero,37.857142857142854,32,3,56,44,40,46,44
Nick Olij,18.571428571428573,16,2,24,21,20,20,27
Karim Hafez,34.714285714285715,57,4,25,24,29,66,38
Lewie Coyle,31.714285714285715,54,3,36,32,31,31,35
Gabriel Diaz,29.142857142857142,65,2,36,22,17,23,39
Néstor Breitenbruch,38.0,72,3,40,38,36,33,44
Hervé Matthys,40.142857142857146,60,3,56,28,53,46,35
Daniel González,41.714285714285715,46,3,54,48,44,45,52
Franco Acosta,49.0,58,3,50,66,54,46,66
Marvin Schulz,41.714285714285715,55,3,62,42,35,41,54
Jonathan Damián Iglesias,45.857142857142854,41,3,63,58,52,55,49
Sacha Clémence,49.57142857142857,68,2,58,62,59,33,65
Mauricio Asenjo,50.285714285714285,65,2,68,66,61,29,61
Muğdat Çelik,56.42857142857143,68,3,70,68,68,49,69
Aykut Çeviker,38.857142857142854,56,3,47,40,39,42,45
Rafik Boujedra,47.142857142857146,41,3,69,59,49,59,50
Lihué Prichoda,45.714285714285715,49,2,60,58,59,39,53
Cristian Manea,42.857142857142854,64,3,66,26,56,50,35
Batuhan Altıntaş,47.0,64,3,68,64,56,25,49
Dimitri Oberlin,49.285714285714285,55,3,64,66,60,45,52
Julius Biada,56.857142857142854,51,3,71,67,74,71,61
Luke Berry,48.42857142857143,66,3,54,57,48,53,58
Erten Ersu,14.285714285714286,19,2,25,13,13,17,11
Edoardo Lancini,21.142857142857142,62,2,26,14,11,15,18
Gilles Ruyssen,33.0,64,3,57,22,32,18,35
Fausto Grillo,36.857142857142854,67,3,32,33,36,39,48
Nicolas Rommens,55.714285714285715,67,5,65,59,64,72,58
Kang Sang Woo,46.142857142857146,50,3,65,61,42,47,55
Park Dae Han,26.428571428571427,45,4,31,22,31,29,23
Héctor Fertoli,46.714285714285715,49,3,62,59,54,40,60
Daniel Follonier,52.142857142857146,48,3,65,66,69,52,62
Leonel López,42.142857142857146,58,3,58,40,42,43,51
Denis Rodríguez,49.42857142857143,52,3,68,55,62,52,54
Lee Tae Hee,27.428571428571427,12,3,35,30,37,45,30
Mauro Manotas,51.142857142857146,63,2,65,67,53,39,69
Franco Escobar,36.57142857142857,65,3,46,28,37,28,49
Justen Glad,29.0,58,2,34,25,25,21,38
Nikos Vergos,52.42857142857143,76,4,70,66,55,35,61
Zizo,40.42857142857143,39,3,39,45,56,47,54
Lee Hak Min,38.142857142857146,45,3,55,55,46,29,34
Marvin Friedrich,32.857142857142854,65,3,45,29,26,25,37
Benjamin Bellot,14.428571428571429,18,3,20,9,10,17,24
Daniel Mesenhöler,15.285714285714286,14,3,19,15,18,15,23
Juan Komar,36.857142857142854,73,3,48,26,24,36,48
Dominic Ball,37.285714285714285,64,2,54,42,36,31,32
Issa Baradji,50.857142857142854,64,3,67,64,62,36,60
Gabriel Esparza,46.57142857142857,50,3,65,49,58,46,55
Yang Hyung Mo,15.428571428571429,11,3,20,20,18,13,23
Stojan Vranješ,55.0,66,3,68,40,71,67,70
Jared Watts,45.57142857142857,61,2,62,49,46,49,50
Seo Myeong Won,48.57142857142857,45,4,70,63,48,53,57
Gwon Wan Gyu,30.142857142857142,52,4,30,24,32,31,38
Song Soo Yeong,52.0,53,3,63,67,55,66,57
Ylli Sallahi,50.0,47,3,67,50,63,70,50
Daniel Lovitz,42.0,44,3,53,58,46,37,53
Kyle Dempsey,49.57142857142857,51,3,57,61,61,66,48
No Dong Geon,16.142857142857142,15,3,22,16,14,18,25
Ollie Watkins,49.0,58,3,61,64,64,37,56
Pedro Tavima,31.0,68,2,44,19,23,28,33
Nick Hagglund,31.428571428571427,68,3,51,23,17,23,35
Rasmus Lindkvist,48.142857142857146,55,4,57,58,48,64,51
Simon Skrabb,50.285714285714285,48,2,67,64,63,59,49
Eric Miller,35.857142857142854,54,2,44,31,39,39,42
Yaseen Omar Barnawi,39.0,61,3,56,29,41,47,36
Marlon Hairston,43.714285714285715,54,2,62,60,55,33,40
Alexander Jeremejeff,45.42857142857143,64,2,53,67,52,32,48
Ntsikelelo Nyauza,35.42857142857143,66,3,35,54,13,28,49
Sim Sang Min,32.857142857142854,37,3,26,44,42,39,39
Kevin Hidalgo,34.714285714285715,62,2,57,23,41,25,33
Yesus Cabrera,42.857142857142854,37,2,58,58,66,36,43
Lee Chang Min,44.57142857142857,55,3,53,57,49,48,47
Reece Burke,31.285714285714285,63,3,53,20,17,23,40
Martin Samuelsen,41.57142857142857,33,3,49,49,47,60,50
Elmo Lieftink,48.714285714285715,56,2,66,57,56,53,51
Alain Oyarzun,50.42857142857143,41,3,63,60,68,56,62
Elias Gómez,34.0,58,3,33,33,32,34,45
Niclas Eliasson,42.285714285714285,30,4,53,54,56,53,46
Majed Al Khaibari,42.42857142857143,46,3,59,33,54,64,38
Mohamed Ali Yakoubi,34.857142857142854,66,3,42,33,43,24,33
Moussa Njie,46.857142857142854,54,3,63,60,60,33,55
Philip Billing,48.285714285714285,64,3,70,54,67,34,46
Denis Davydov,49.142857142857146,57,3,64,63,57,34,66
José Luis Cabión,39.57142857142857,56,3,50,36,33,55,44
Eduardo Pérez,51.42857142857143,71,3,56,65,58,44,63
Junior Alonso,32.714285714285715,68,3,34,35,29,27,33
Connor Mahoney,45.42857142857143,43,4,52,64,49,50,56
Gaëtan Paquiez,41.285714285714285,57,2,58,34,44,43,51
Anton Salétros,47.0,49,3,62,40,64,62,49
Alexis Zárate,39.714285714285715,60,3,56,33,52,39,35
Damien Dussaut,35.285714285714285,57,3,42,34,27,37,47
Patryk Fryc,44.285714285714285,60,3,56,36,50,51,54
Leonardo Pérez,54.0,57,3,70,66,58,57,67
Ricardo Gomes,51.42857142857143,60,3,72,60,63,38,64
Osman Hadzikic,16.571428571428573,19,3,21,19,18,12,24
Diego Oyarzún,35.142857142857146,65,3,40,44,33,27,34
Stefan Šimić,23.571428571428573,63,2,11,20,21,27,21
Martin Valjent,34.142857142857146,60,2,49,25,47,30,26
Nicolás Ferreyra,34.0,70,2,48,23,21,31,43
Michał Helik,38.857142857142854,67,3,52,36,42,40,32
Juan Domínguez,50.857142857142854,57,2,67,32,59,73,66
Ismael Benegas,30.142857142857142,68,3,41,22,17,23,37
Ary Papel,49.142857142857146,59,3,70,60,64,40,48
Pablo Vegetti,55.857142857142854,75,3,70,62,59,52,70
Conor Washington,44.857142857142854,34,3,70,68,53,25,61
Evgeniy Kobozev,16.428571428571427,14,2,27,15,15,14,28
Chris Long,49.857142857142854,63,3,64,64,62,38,55
Michele Cremonesi,35.0,63,2,54,23,48,29,26
Jannik Bandowski,45.142857142857146,67,3,68,51,49,39,39
Armando Sadiku,50.57142857142857,58,2,68,68,64,31,63
Angus Gunn,17.428571428571427,14,3,24,15,17,15,34
Merveille Goblet,15.571428571428571,12,2,23,12,13,15,32
Sebastian Hertner,44.714285714285715,52,3,52,42,50,49,65
Fabio Kaufmann,44.142857142857146,40,3,65,53,52,47,49
Karim Azamoum,47.57142857142857,39,2,58,52,59,65,58
Angelo D'Angelo,43.714285714285715,54,2,63,53,55,37,42
Felipe Muñoz,33.857142857142854,57,2,42,29,30,34,43
Francisco Portillo,34.857142857142854,65,3,42,31,31,32,40
Michael Lepe,35.714285714285715,57,3,49,30,38,35,38
Adrián Martínez,50.57142857142857,59,3,65,44,61,60,62
Federico Rasic,52.57142857142857,78,3,71,68,69,27,52
Óliver Benítez,39.57142857142857,65,2,60,20,31,62,37
Ali Nasser Al Khaibari,45.285714285714285,67,3,57,25,62,66,37
Nikolay Safronidi,57.285714285714285,61,3,79,62,62,74,60
Emerson Hyndman,46.714285714285715,52,3,58,55,48,56,55
Mamadou Tounkara,51.142857142857146,60,3,67,66,59,47,56
Fedor Černych,49.0,57,3,61,65,59,40,58
Lars Lambooij,43.0,55,3,64,42,42,45,50
Kevin Mensah,51.142857142857146,46,4,63,62,61,59,63
Stuart Bannigan,45.42857142857143,54,3,63,50,54,42,52
Dawid Kort,47.42857142857143,49,3,67,53,68,43,49
Roberto,17.0,19,2,23,17,17,16,25
Aleksandar Boljević,46.142857142857146,27,5,61,61,58,52,59
Darnell Fisher,30.285714285714285,60,4,33,20,26,33,36
Francesco Vicari,29.857142857142858,59,2,43,21,21,28,35
Brendan Chardonnet,37.142857142857146,64,3,49,24,32,35,53
Alhassane Keita,48.857142857142854,57,3,64,64,62,37,55
Raúl Iberbia,40.57142857142857,48,3,61,37,49,40,46
Carlos,39.857142857142854,73,3,48,31,42,38,44
Lucas Pérez Godoy,45.57142857142857,62,3,64,48,56,40,46
Jorge Velázquez,53.0,68,3,65,57,59,58,61
Jacobo Mansilla,51.857142857142854,72,3,62,56,53,72,45
Joel Sacks,34.42857142857143,60,3,27,36,35,38,42
Baily Cargill,32.142857142857146,69,3,26,30,28,30,39
Matías Escobar,42.57142857142857,56,3,56,39,46,46,52
Martín Galmarini,51.857142857142854,60,3,67,56,57,59,61
Patrão,46.857142857142854,58,3,64,54,49,49,51
Emanuel Olivera,38.0,61,2,56,29,43,28,47
Nicolás Bertocchi,53.42857142857143,78,3,69,57,77,42,48
Brayan Cortés,16.714285714285715,16,3,31,14,20,12,21
Pablo Míguez,48.142857142857146,64,3,63,54,56,44,53
Santiago Zurbriggen,38.857142857142854,59,4,60,36,34,37,42
Emanuel Brítez,38.57142857142857,58,3,60,34,39,37,39
Patricio Vidal,51.857142857142854,48,3,70,60,63,58,61
Leonel Miranda,52.285714285714285,55,2,65,57,68,66,53
Fernando Godoy,44.42857142857143,61,3,66,38,46,49,48
Leandro Velázquez,47.142857142857146,46,2,65,46,56,59,56
Mohammed Qasem Al Nakhli,46.714285714285715,56,3,64,47,65,47,45
Marko Biskupović,33.714285714285715,65,3,45,28,36,27,32
Henrik Bjørdal,46.857142857142854,54,3,62,59,59,43,48
Agustín Parra,25.428571428571427,60,2,32,15,16,22,31
Andrés Robles,44.0,59,3,47,44,35,65,55
Sebastián Luna,53.57142857142857,43,2,64,59,78,76,53
Jorge Romo,43.57142857142857,44,3,70,40,64,35,49
Felipe Reynero,43.857142857142854,34,3,51,59,48,59,53
Nery Veloso,20.714285714285715,20,3,37,21,21,22,21
Francisco Castro,49.285714285714285,50,3,65,67,56,51,53
Marcos Figueroa,50.714285714285715,60,3,60,66,58,59,49
Cristian Vargas,16.0,14,2,18,19,20,18,21
Juan Ortiz,45.142857142857146,55,3,67,50,58,41,42
Yessy Mena,51.285714285714285,61,2,70,64,62,41,59
Eder Chaux,14.857142857142858,11,3,22,12,19,13,24
Rodrigo Ureña,44.857142857142854,66,3,64,48,57,39,37
Dager Palacios,46.57142857142857,63,3,59,40,55,50,56
Diego Novoa,36.0,13,3,48,15,60,53,60
Nicolás Orellana,53.0,68,3,68,70,65,43,54
Luis Pavez,40.0,52,2,61,47,53,30,35
José Chunga,14.142857142857142,12,3,22,12,12,15,23
Adolfo Lima,47.142857142857146,52,4,63,50,54,61,46
Ray Vanegas,51.0,54,2,69,62,56,51,63
Andrés Correa,40.57142857142857,54,3,64,22,45,43,53
Janeiler Rivas,31.857142857142858,72,3,36,23,21,30,38
David Murillo,32.857142857142854,49,2,52,34,22,34,37
Eduardo Farias,44.285714285714285,63,3,65,33,49,34,63
Néider Morantes,52.0,43,3,65,53,56,78,66
César Amaya,54.857142857142854,59,3,62,68,62,57,73
Daniel Giraldo,45.0,57,3,49,43,55,55,53
Yordy Reyna,46.0,53,4,62,60,52,35,56
Camilo Ceballos,32.714285714285715,66,3,42,26,23,31,38
Ken Sema,47.714285714285715,32,4,75,52,67,60,44
Robert Costa,35.857142857142854,67,3,49,30,28,31,43
Sebastián López,14.571428571428571,14,2,19,16,14,12,25
Iván Vásquez,40.857142857142854,37,3,62,27,63,55,39
Francisco Sánchez,27.428571428571427,53,2,23,27,27,28,32
Aaron Taylor-Sinclair,39.285714285714285,59,3,59,26,30,58,40
Kris Doolan,49.857142857142854,64,3,65,65,57,31,64
Nicolai Poulsen,41.0,53,3,53,39,43,55,41
Jakob Blåbjerg,32.285714285714285,54,3,48,29,33,21,38
Adam Jahn,45.714285714285715,65,3,64,65,48,23,52
Bartosz Szeliga,47.42857142857143,47,4,58,67,64,42,50
Ihor Berezovskyi,18.142857142857142,14,2,27,19,19,13,33
Laurent Abergel,32.857142857142854,50,3,35,32,29,39,42
Senna Miangue,43.714285714285715,65,3,66,25,56,43,48
Aleksandar Jovanović,28.857142857142858,63,2,35,20,19,25,38
Ham Seok Min,13.142857142857142,15,3,16,19,11,12,16
Sascha Horvath,47.57142857142857,43,3,59,64,60,51,53
Adrien Tamèze,42.142857142857146,54,3,61,40,40,43,54
Jamie Allen,40.142857142857146,50,3,51,51,43,39,44
Conor Wilkinson,52.714285714285715,65,3,69,62,64,39,67
Samuel Piette,45.857142857142854,49,3,70,43,51,56,49
Talal Al Absi,28.428571428571427,56,3,38,17,24,23,38
Fabrice Ondoa,15.857142857142858,16,2,16,18,16,20,23
Brede Mathias Moe,39.857142857142854,62,3,63,34,48,31,38
Stefan Mauk,47.0,55,3,62,64,55,46,44
Andrew Hoole,44.42857142857143,54,4,56,48,49,60,40
Wes Burns,49.42857142857143,59,3,62,62,51,46,63
Johann Obiang,41.42857142857143,44,3,53,52,49,36,53
Hachim Mastour,47.714285714285715,36,3,59,61,63,54,58
Park Yong Ji,49.857142857142854,65,4,52,61,52,55,60
Markus Lackner,40.285714285714285,65,3,54,36,46,39,39
Igor Julião,40.0,43,2,50,49,42,49,45
Michael Petrasso,42.42857142857143,35,4,45,66,55,34,58
Ivan Toney,47.714285714285715,66,1,63,65,43,38,58
Konstantin Bazelyuk,57.714285714285715,73,3,72,66,63,62,65
Billy King,43.285714285714285,51,5,50,54,52,43,48
Matthew Grimes,49.857142857142854,35,5,65,52,60,73,59
Clarck Nsikulu,48.285714285714285,54,3,59,59,58,39,66
Max Lowe,39.714285714285715,62,2,49,41,36,38,50
Jeong Dong Ho,29.857142857142858,58,3,32,21,25,30,40
