Name,Passing,Vision,Crossing,Short_Pass,Long_Pass,Curve,Volleys
Wilson Kamavuaka,50.833333333333336,49,53,60,54,47,42
Filip Kiss,56.0,64,44,69,67,53,39
Korbinian Vollmann,60.333333333333336,62,58,69,59,63,51
Damian Zbozień,56.833333333333336,59,69,56,61,49,47
Kane Hemmings,45.166666666666664,58,32,57,43,37,44
Amin Affane,60.666666666666664,62,61,64,53,72,52
Alonso Escoboza,64.66666666666667,63,67,61,54,75,68
Thomas Grøgaard,60.333333333333336,62,66,64,52,60,58
Josh Meekings,33.833333333333336,29,25,55,44,25,25
Yoshimar Yotún,63.833333333333336,68,70,68,67,63,47
Nelson Ramos,29.666666666666668,36,45,21,21,41,14
Tom Weilandt,60.0,62,61,68,51,64,54
Özkan Yıldırım,61.333333333333336,58,62,65,63,59,61
George Saville,61.5,62,62,71,69,55,50
Rory McKenzie,55.5,64,58,64,55,54,38
Hendrik Van Crombrugge,26.166666666666668,36,12,39,38,16,16
Kevin Escamilla,59.0,61,57,68,67,58,43
Amido Baldé,52.0,47,47,58,55,45,60
Janis Blaswich,29.166666666666668,41,20,38,34,29,13
Gustavo Bolívar,58.0,62,57,67,65,52,45
Dennis Kempe,52.333333333333336,51,58,60,57,57,31
Jón Guðni Fjóluson,51.0,51,44,54,59,52,46
Emanuele Padella,33.333333333333336,22,47,54,33,32,12
Chaker Alhadhur,53.166666666666664,43,65,66,55,52,38
Alvarinho,59.833333333333336,62,60,63,57,59,58
Lorenzo Burnet,52.833333333333336,62,66,61,60,37,31
Yun Ju Tae,57.333333333333336,54,59,63,56,60,52
Donny Toia,55.0,53,57,60,56,58,46
Matt Smith,51.5,56,43,60,41,50,59
Evgeniy Gorodov,23.833333333333332,31,16,34,35,16,11
Bobby Reid,62.666666666666664,66,64,69,67,61,49
Oliver Kragl,63.166666666666664,55,65,64,62,69,64
Eddy Gnahoré,51.5,65,49,68,65,33,29
Lloyd Isgrove,56.166666666666664,60,62,59,56,53,47
Gyliano van Velzen,57.333333333333336,54,72,63,45,52,58
Josh Scowen,58.833333333333336,64,61,66,64,56,42
Bernie Ibini,59.833333333333336,59,63,65,48,63,61
Sin Se Gye,62.166666666666664,67,68,61,69,56,52
Choi Hyun Tae,63.666666666666664,61,60,70,65,62,64
Park Jin Po,57.0,64,56,60,53,56,53
Quintanilla,53.666666666666664,56,56,70,73,52,15
Nicolás Mezquida,61.333333333333336,64,59,62,55,66,62
Jordan Graham,60.5,63,70,56,46,74,54
Mateusz Szczepaniak,55.166666666666664,53,51,59,53,62,53
Joe Newell,66.0,62,72,66,65,67,64
Abdul Razak,60.833333333333336,70,58,69,61,65,42
Urko Vera,47.333333333333336,41,41,53,33,41,75
Jack Stephens,49.333333333333336,44,47,63,53,55,34
Đorđe Čotra,47.0,52,66,44,41,48,31
Stefano Giacomelli,60.666666666666664,58,62,61,52,70,61
Manuel Sánchez,49.333333333333336,51,39,68,61,48,29
Richie Towell,63.666666666666664,66,59,72,66,59,60
Luuk Koopmans,27.666666666666668,48,13,33,37,21,14
John Verhoek,55.833333333333336,59,53,58,49,57,59
Deniss Rakels,56.333333333333336,51,66,60,53,53,55
Kim Soo Beom,59.5,54,59,63,58,67,56
Joackim Jørgensen,60.666666666666664,56,59,69,65,60,55
Riku Riski,62.333333333333336,61,62,66,60,63,62
Abel Tamata,50.5,49,58,63,59,40,34
Mateusz Zachara,45.0,33,46,56,34,45,56
Enej Jelenič,62.0,54,65,66,62,67,58
Eriq Zavaleta,50.166666666666664,54,29,67,57,38,56
Conor Coady,62.333333333333336,63,60,69,65,52,65
Onel Hernandez,56.833333333333336,63,62,62,49,51,54
Ethan Ebanks-Landell,46.833333333333336,52,51,57,54,32,35
Zac MacMath,26.166666666666668,45,19,29,38,16,10
Nicky Ajose,52.166666666666664,59,56,47,35,61,55
Will Keane,54.166666666666664,56,40,68,51,48,62
Alejandro Rodríguez,51.0,42,42,59,44,52,67
Pierrick Cros,48.666666666666664,38,54,62,59,50,29
Adriano Alves,44.5,58,41,54,49,42,23
Mathieu Deplagne,48.833333333333336,55,61,60,57,35,25
Jakub Sylvestr,48.833333333333336,38,41,53,40,58,63
Julián,23.666666666666668,23,24,25,25,22,23
George Moncur,59.666666666666664,61,56,70,63,53,55
Nathan Kabasele,55.5,49,62,57,59,44,62
Nigel Hasselbaink,58.166666666666664,59,59,64,53,59,55
Gonzalo Barreto,46.0,55,32,48,32,47,62
Emin Makhmudov,64.33333333333333,61,60,71,68,66,60
Nick Powell,63.5,70,55,68,65,64,59
Lorenzo Laverone,62.0,68,72,66,58,70,38
Denis Thomalla,57.0,53,56,62,48,58,65
Fran Cruz,47.166666666666664,47,33,68,60,42,33
Luca Tremolada,64.0,65,65,70,64,67,53
Sean Murray,69.16666666666667,70,67,68,71,75,64
Richard Smallwood,55.833333333333336,58,56,66,62,42,51
Jonson Clarke-Harris,36.833333333333336,36,44,33,29,40,39
Tyias Browning,41.5,27,52,64,45,28,33
Adam Davies,20.5,44,12,25,13,16,13
Lee Kyung Ryul,46.0,42,40,65,63,34,32
Tomislav Puljic,50.166666666666664,49,44,56,67,37,48
Victor Ulloa,57.5,61,44,68,64,66,42
Rok Kronaveter,65.33333333333333,62,62,66,63,73,66
Antonio Cinelli,56.0,66,57,71,69,35,38
Lee Yong,61.0,62,75,64,61,59,45
Kim Won Il,39.333333333333336,52,40,40,31,40,33
Vitus Eicher,16.833333333333332,13,12,25,19,12,20
Ben Coker,59.166666666666664,60,70,68,63,62,32
Edu García,64.33333333333333,66,70,59,71,73,47
Salomão,62.333333333333336,58,70,62,56,70,58
Facundo Coria,65.16666666666667,61,65,64,65,77,59
Bekir Yılmaz,61.666666666666664,53,59,68,65,65,60
Sam Mantom,61.833333333333336,68,56,70,68,63,46
Edgar Hernández,57.833333333333336,53,57,55,45,73,64
Jesper Lauridsen,56.666666666666664,53,67,63,54,61,42
Aurtenetxe,60.333333333333336,59,68,68,55,74,38
Mathieu Gorgelin,14.0,20,11,12,14,17,10
Razak Brimah,18.166666666666668,29,13,21,13,12,21
Kaj Ramsteijn,50.166666666666664,51,45,65,63,42,35
Nick Proschwitz,51.5,57,47,59,44,41,61
Marco Meilinger,62.833333333333336,65,68,62,54,73,55
Christopher Glombard,64.83333333333333,58,72,68,60,70,61
Timo Beermann,38.5,36,28,60,52,31,24
Hwang Il Su,60.166666666666664,63,59,58,57,65,59
Casado,50.0,49,60,54,52,62,23
Marco Crimi,57.0,59,58,70,66,50,39
Diego Ivo,36.333333333333336,40,37,46,39,43,13
Magomed Mitrishev,47.833333333333336,34,49,62,39,37,66
Andy Boyle,44.833333333333336,43,48,61,57,36,24
Raïs M'Bolhi,28.166666666666668,42,13,45,42,13,14
José Antonio Madueña,60.0,63,62,64,60,63,48
Alberto Acosta,68.83333333333333,65,72,66,67,74,69
Raffaele Maiello,58.833333333333336,65,53,72,68,55,40
André Calisir,47.666666666666664,53,48,58,57,42,28
Mazola,57.5,57,66,64,42,54,62
Andreas Ludwig,67.5,70,69,66,63,75,62
Gjermund Åsen,66.0,68,65,69,62,61,71
Kennedy Igboananike,51.0,44,40,64,36,60,62
Leonardo,42.0,40,39,53,48,28,44
Jason Davidson,59.333333333333336,55,75,63,53,66,44
Nika Dzalamidze,57.0,60,58,64,58,39,63
Teal Bunbury,62.833333333333336,61,64,65,60,66,61
Hassan Ali Al Raheb,42.0,41,40,50,29,37,55
Sergey Krivets,65.66666666666667,67,65,72,67,61,62
Carlos Lampe,20.5,50,14,19,15,13,12
Christian Ramos,43.0,40,43,58,51,37,29
Hans Martínez,49.333333333333336,37,57,62,53,49,38
Roy Krishna,60.166666666666664,57,54,62,63,61,64
Conor McLaughlin,52.5,32,71,66,50,61,35
Atila Turan,62.333333333333336,58,73,66,57,80,40
Mate Vatsadze,48.833333333333336,51,48,53,39,43,59
David Amoo,56.666666666666664,58,61,61,56,51,53
François,46.666666666666664,41,53,56,48,37,45
Dani Jiménez,30.5,54,30,34,21,24,20
Louis Moult,44.5,50,30,56,38,30,63
Maxim Grigoriev,60.666666666666664,63,59,69,60,59,54
Nikolay Zabolotnyy,18.833333333333332,22,19,21,18,19,14
Luke Hyam,58.0,63,56,68,65,56,40
Romain Grange,66.0,60,74,64,66,68,64
Marcel Ritzmaier,69.83333333333333,70,74,69,67,72,67
Casper Sloth,58.833333333333336,70,41,70,68,56,48
Mikkel Kirkeskov,53.5,49,65,65,53,52,37
Ertuğrul Taşkıran,20.5,46,12,14,14,24,13
Pedro Orfila,52.666666666666664,54,57,60,55,62,28
Giuseppe Rizzo,57.833333333333336,61,58,67,64,46,51
Michał Chrapek,58.833333333333336,68,56,72,67,48,42
Ben Pringle,65.83333333333333,67,73,64,62,69,60
Marc Vidal,20.833333333333332,27,15,31,27,12,13
Jack Hingert,55.166666666666664,56,61,64,58,49,43
Bruno Monteiro,62.0,64,53,70,64,69,52
Danny Wilson,49.0,55,31,62,68,42,36
Arvydas Novikovas,60.333333333333336,62,61,59,56,67,57
Billy McKay,53.0,62,47,59,51,33,66
Fredy,58.5,55,55,58,51,66,66
Torgeir Børven,50.0,56,56,50,33,38,67
Romário,62.833333333333336,68,56,67,55,64,67
Lee Hodson,53.666666666666664,54,64,64,59,35,46
Jörg Siebenhandl,22.0,48,13,31,20,10,10
Patrick Farkas,59.5,56,66,65,64,67,39
Lamar Neagle,57.833333333333336,61,58,61,55,50,62
Kyle Bennett,57.5,58,58,60,57,58,54
Jens Stryger Larsen,61.166666666666664,59,62,61,61,61,63
Stuart Beavon,54.5,58,56,51,47,55,60
Danny Mayor,57.666666666666664,65,64,59,56,66,36
Livio Nabab,57.5,57,63,61,54,54,56
Marcos Gullón,53.666666666666664,59,51,71,58,35,48
Nathan Thompson,49.0,47,58,62,54,37,36
Rúper,64.16666666666667,68,66,69,67,72,43
Enda Stevens,54.5,55,69,63,50,66,24
Mark Duffy,59.833333333333336,70,66,62,56,60,45
Philipp Huspek,58.0,51,64,62,58,64,49
Matthew Jurman,46.5,45,55,60,64,30,25
Ostoja Stjepanović,62.5,57,71,64,65,61,57
Antonio Briseño,48.0,47,47,59,44,46,45
Carlos Fierro,58.333333333333336,50,67,65,60,63,45
Han Sang Wun,68.66666666666667,73,71,64,65,77,62
Yousif Al Salem,53.333333333333336,55,49,48,48,58,62
Lee Jae Sung,48.0,50,65,62,57,43,11
Taishi Taguchi,61.0,68,60,68,62,63,45
Kwak Kwang Sun,51.833333333333336,61,54,58,57,41,40
Kim Sung Hwan,62.666666666666664,66,58,63,64,68,57
Yasushi Endo,65.0,64,74,71,72,62,47
Adnan Ibrahem Fallatah,56.166666666666664,62,65,64,65,58,23
Bruno Teles,58.5,64,60,69,67,69,22
Shu Kurata,59.0,65,59,70,65,42,53
Kyohei Noborizato,58.333333333333336,58,62,57,52,67,54
Abdullah Al Zori,46.666666666666664,50,65,58,45,36,26
Mikael Dyrestam,53.666666666666664,56,59,63,64,40,40
Lago Júnior Wakalible,53.833333333333336,53,60,55,48,46,61
Hallgrímur Jónasson,53.0,47,48,66,61,53,43
Tom Adeyemi,53.0,66,46,67,67,33,39
Gianmarco Zigoni,49.0,55,40,56,30,49,64
Pa Modou Jagne,57.666666666666664,53,66,65,62,54,46
Sunil Chhetri,55.833333333333336,56,49,56,39,67,68
Marc Hornschuh,53.5,54,62,66,61,43,35
Kamil Biliński,56.333333333333336,52,53,60,57,54,62
Marvin Sordell,58.166666666666664,59,58,60,54,55,63
Bartłomiej Babiarz,62.333333333333336,66,65,67,59,61,56
Oscar Jansson,21.833333333333332,46,15,20,23,13,14
Stefan Hierländer,64.16666666666667,64,64,65,63,70,59
Baggio Hušidić,61.666666666666664,65,50,70,64,62,59
Sam Cronin,64.16666666666667,65,62,71,67,63,57
Danny Hoesen,59.166666666666664,60,52,58,43,70,72
Mathis Bolly,56.666666666666664,56,59,59,46,56,64
Nile Ranger,46.5,37,31,54,42,51,64
Wes Thomas,46.5,44,36,53,42,45,59
Marc Pedraza,52.5,56,32,70,67,31,59
Aidan White,55.166666666666664,58,61,64,56,49,43
Adaílton,54.666666666666664,56,55,58,49,57,53
Nunzio Di Roberto,55.0,45,65,59,40,60,61
Edu Bedia,69.0,73,63,73,71,79,55
Alessandro Ligi,25.5,19,15,47,43,17,12
Ramazan Köse,24.666666666666668,20,22,42,34,15,15
Igor Martínez,62.666666666666664,54,57,69,66,72,58
Tevfik Altındağ,54.0,50,57,65,63,44,45
Federico Casarini,66.83333333333333,61,67,70,62,75,66
Álvaro,54.666666666666664,61,57,61,49,49,51
Zdeněk Ondrášek,52.0,49,49,60,50,55,49
Simen Søraunet Wangberg,47.0,50,43,56,55,34,44
Harry Forrester,60.166666666666664,66,59,69,58,51,58
Arghus,38.0,45,33,59,55,23,13
Carlo Pinsoglio,19.833333333333332,35,13,24,28,11,8
Marcus Nilsson,39.0,39,32,51,48,33,31
Robin Söder,58.0,66,48,66,55,50,63
Sascha Burchert,16.666666666666668,18,11,23,22,15,11
Taner Yalçın,63.5,70,63,66,61,55,66
Joël Mall,16.833333333333332,46,8,16,12,10,9
Marc Pedersen,55.666666666666664,62,65,58,63,45,41
Tadeusz Socha,46.666666666666664,39,53,56,53,38,41
Iain Vigurs,61.166666666666664,70,66,65,65,69,32
Tito,54.833333333333336,54,49,68,62,49,47
Jimmy Nirlo,57.333333333333336,60,60,63,60,48,53
Eloi Amagat,62.333333333333336,63,55,70,71,74,41
Brian Easton,49.666666666666664,52,64,62,48,38,34
Dean Moxey,57.0,54,73,61,57,53,44
Fredrik Gulbrandsen,54.666666666666664,43,58,61,46,65,55
Eduardo Neto,57.333333333333336,42,62,64,55,63,58
Dmitriy Yatchenko,52.5,54,62,62,57,46,34
Adriano Pardal,62.5,64,54,65,62,66,64
Hibert Ruíz,57.833333333333336,67,58,67,65,49,41
Seo Jung Jin,60.666666666666664,62,67,65,63,57,50
Alfredo Saldívar,17.333333333333332,39,15,14,14,11,11
Lee Kyu Ro,56.0,56,65,65,57,52,41
César Ibáñez,53.833333333333336,50,59,57,58,52,47
David Pisot,56.166666666666664,58,59,64,59,48,49
Anıl Karaer,56.166666666666664,57,68,65,63,62,22
Samuel Di Carmine,47.166666666666664,49,29,51,31,63,60
Jimmy Ryan,61.5,69,60,68,62,61,49
Patrick Nyarko,57.333333333333336,64,59,64,50,47,60
Tom Hiariej,65.33333333333333,66,63,72,67,67,57
Aaron Doran,63.5,68,66,66,62,67,52
Christy Fagan,52.0,57,34,61,52,52,56
Corry Evans,60.166666666666664,56,56,73,67,58,51
Byron Webster,37.833333333333336,34,24,59,54,31,25
Macauley Chrisantus,50.0,39,45,51,38,62,65
Evariste Ngolok,58.0,61,57,68,66,47,49
Kristof Van Hout,22.833333333333332,37,18,29,28,13,12
Maciej Sadlok,57.666666666666664,59,67,57,57,72,34
Antoñito,54.833333333333336,54,63,64,49,63,36
Diego Castaño,59.833333333333336,53,63,68,67,44,64
Wellington,52.166666666666664,59,47,59,34,52,62
Ricardo Machado,39.833333333333336,36,34,52,40,53,24
Abdul Osman,48.0,47,48,64,56,43,30
Gennaro Troianiello,60.833333333333336,52,69,66,50,68,60
Róbert Feczesin,58.666666666666664,58,65,63,50,53,63
Nick Blackman,59.166666666666664,57,60,60,57,61,60
Hal Robson-Kanu,61.833333333333336,59,66,63,57,61,65
Federico Moretti,60.0,64,60,71,65,50,50
Jan-Philipp Kalla,53.333333333333336,57,57,64,59,45,38
Anthony Moris,25.0,33,20,36,33,16,12
Anders Jacobsen,51.666666666666664,53,22,64,59,53,59
Erik Israelsson,59.333333333333336,65,53,68,63,53,54
Loïc Nestor,48.666666666666664,42,56,63,64,29,38
Ard van Peppen,59.0,52,70,62,50,73,47
Francesco Migliore,56.833333333333336,56,64,63,56,58,44
Matías Sánchez,59.0,63,49,68,58,57,59
Kevin Walker,67.66666666666667,68,68,70,68,72,60
Ande Dona Ndoh,54.5,53,49,60,56,51,58
Alexander Fischer,51.333333333333336,49,65,66,61,36,31
Sascha Kotysch,54.0,58,55,63,60,48,40
Rémi Fournier,41.0,53,29,59,52,37,16
Jayson Leutwiler,26.166666666666668,47,16,33,39,11,11
Birkir Már Sævarsson,56.166666666666664,58,62,58,55,58,46
Mathieu Baudry,42.166666666666664,44,33,61,57,31,27
Joe Mattock,53.833333333333336,54,66,62,58,57,26
Jiang Ning,48.333333333333336,74,46,32,33,46,59
Andrés Ríos,62.833333333333336,63,60,66,59,69,60
Sam Saunders,62.666666666666664,64,71,67,64,69,41
Emir Bajrami,62.833333333333336,60,65,63,56,67,66
Nordin Gerzić,67.0,71,65,71,73,74,48
Jay O'Shea,63.0,70,63,63,47,68,67
Andrew Durante,43.0,42,32,47,61,42,34
Isidoro,53.833333333333336,43,68,58,60,59,35
Cédric Avinel,45.666666666666664,48,37,55,57,33,44
Mathias Ranégie,55.5,65,47,66,41,49,65
Xavier Báez,61.166666666666664,67,64,67,66,58,45
Cédric Mongongu,50.0,53,59,60,60,36,32
Bozhidar Mitrev,18.666666666666668,31,11,23,21,13,13
Liam Trotter,62.166666666666664,67,61,67,66,54,58
Arana,69.16666666666667,70,71,70,67,79,58
Andrea Paolucci,60.833333333333336,66,58,72,69,36,64
Kees Luijckx,53.5,53,54,58,49,66,41
Jordan Harvey,56.333333333333336,52,62,64,55,65,40
Daniele Buzzegoli,62.666666666666664,61,61,70,70,62,52
Stephen Darby,51.166666666666664,55,59,53,56,54,30
Robert Zwinkels,21.5,26,15,35,24,9,20
Eray Birniçan,22.666666666666668,45,15,22,26,13,15
Murat Duruer,64.0,65,64,65,60,68,62
Aydın Karabulut,58.5,67,58,58,55,66,47
Hakan Özmert,60.833333333333336,62,65,70,67,61,40
Walter Alberto López,62.666666666666664,58,71,67,65,62,53
Manuel Junglas,62.166666666666664,62,64,69,66,55,57
Chris Taylor,61.5,63,65,61,64,60,56
Manuel Konrad,54.333333333333336,50,53,64,63,49,47
Adrián Gabbarini,18.833333333333332,25,16,12,24,19,17
Jesús Chávez,45.833333333333336,42,44,50,46,49,44
Enrique Esqueda,58.333333333333336,66,58,64,44,56,62
Régis Gurtner,19.166666666666668,27,10,29,30,9,10
Pierre Gibaud,50.166666666666664,46,41,60,57,53,44
Carmelo Valencia,58.333333333333336,62,55,63,43,59,68
Cezary Wilk,63.166666666666664,65,61,69,66,55,63
Rafał Boguski,65.66666666666667,71,55,64,70,57,77
Anthony Van Loo,55.166666666666664,59,63,63,58,44,44
Thomas Jacobsen,53.0,41,65,66,57,45,44
Ahmed Fathi,66.66666666666667,67,70,64,72,65,62
Juan Carlos Arce,55.5,63,64,64,50,40,52
Adam Kokoszka,41.166666666666664,46,35,47,40,37,42
Joe Skarz,54.5,48,61,59,56,62,41
Neal Eardley,63.833333333333336,55,65,66,68,75,54
James Wilson,42.666666666666664,52,39,57,59,27,22
Nicky Law,57.666666666666664,71,59,61,53,59,43
Yasuyuki Konno,55.833333333333336,67,53,76,70,30,39
Tomás Charles,58.666666666666664,62,67,61,53,46,63
Antonino Barillà,65.33333333333333,63,68,69,62,65,65
Mohamed Fofana,47.166666666666664,47,43,65,63,29,36
Dimitris Kyriakidis,21.0,33,20,22,28,12,11
Siebe Blondelle,50.5,58,58,66,61,35,25
Enzo Gutiérrez,61.833333333333336,70,50,58,68,55,70
Servando,51.333333333333336,41,54,58,62,43,50
Erik Huseklepp,62.166666666666664,65,63,67,51,65,62
José Semedo,50.833333333333336,46,37,63,61,41,57
László Sepsi,52.666666666666664,46,59,60,66,57,28
Jade North,48.0,45,53,64,53,24,49
Kim Aabech,65.0,72,65,64,61,68,60
Kevin Lejeune,65.66666666666667,70,68,70,67,67,52
Liam Craig,64.33333333333333,68,65,68,65,67,53
Andrea Mengoni,36.5,47,27,44,48,25,28
Roy Miller,60.333333333333336,61,64,68,64,64,41
Łukasz Piątek,61.333333333333336,65,60,70,66,65,42
Santamaría,22.0,38,15,17,11,30,21
Simone Aresti,26.0,38,19,36,37,12,14
Thomas Enevoldsen,66.16666666666667,67,64,66,64,68,68
Alex Ortiz,44.833333333333336,44,33,63,62,37,30
Juanjo,47.666666666666664,44,33,55,32,58,64
Falcón,21.333333333333332,24,14,30,30,13,17
Vladislav Kulik,63.333333333333336,64,66,67,71,57,55
Shaun MacDonald,60.333333333333336,63,58,70,68,58,45
Guillaume Faivre,16.166666666666668,12,10,34,18,11,12
Vullnet Basha,59.5,61,57,72,71,49,47
Leandro Díaz,55.666666666666664,60,53,70,69,59,23
Sebastian Schuppan,55.166666666666664,40,63,61,52,67,48
Paul Huntington,34.333333333333336,41,26,42,44,24,29
Federico Piovaccari,54.333333333333336,53,52,53,35,61,72
Mark Little,51.666666666666664,56,62,61,60,45,26
Paul Anderson,60.5,61,68,65,61,59,49
Antoine Devaux,66.83333333333333,63,70,73,72,64,59
Aquivaldo Mosquera,49.833333333333336,60,48,59,42,52,38
Tommy Lee,25.166666666666668,44,15,30,29,20,13
Calum Woods,55.833333333333336,45,66,64,63,55,42
Frank Fielding,24.833333333333332,37,23,33,31,12,13
Andy Taylor,59.333333333333336,58,64,63,60,69,42
Jasmin Fejzić,17.0,32,11,23,16,12,8
Miguel Fraga,18.833333333333332,31,13,22,20,13,14
Luis Venegas,51.333333333333336,40,60,61,61,45,41
Lee Martin,63.666666666666664,66,63,67,64,63,59
Saud Kariri,64.5,67,66,68,64,66,56
Chris Maguire,66.0,61,64,66,65,75,65
Mauro Cejas,65.33333333333333,63,68,67,62,65,67
Roman Vorobiev,61.666666666666664,68,52,68,61,61,60
Eduardo Lobos,22.333333333333332,32,20,29,25,19,9
Kim Jae Sung,66.16666666666667,67,62,70,65,71,62
Mohammed Fellah,63.333333333333336,59,65,64,60,68,64
Carlos Matheu,45.166666666666664,50,55,57,51,37,21
Krzysztof Sobieraj,46.5,62,42,58,58,25,34
Richard Soumah,62.0,59,67,64,62,62,58
Jacobo,65.16666666666667,66,60,63,60,73,69
Dan Kennedy,26.333333333333332,42,13,38,32,20,13
James O'Connor,52.5,59,58,64,57,43,34
Stéphane Darbion,66.0,64,72,70,63,71,56
Luke Varney,59.333333333333336,59,65,64,61,53,54
Simon Cox,60.833333333333336,60,61,62,48,69,65
Biel Ribas,28.166666666666668,36,25,31,31,25,21
Maxime Annys,62.0,67,61,67,65,58,54
Jonathan Forte,52.166666666666664,60,58,56,50,35,54
Colin Doyle,22.166666666666668,26,15,32,33,13,14
Neil Kilkenny,65.66666666666667,70,62,72,68,67,55
Hakan Aslantaş,57.833333333333336,57,64,61,67,56,42
Håkon Skogseid,53.833333333333336,55,65,62,51,45,45
Steve Morison,52.166666666666664,65,43,55,41,45,64
Óscar Rojas,62.333333333333336,64,66,66,65,65,48
Diego de la Torre,71.66666666666667,73,62,70,73,76,76
Anthony Gerrard,43.166666666666664,52,32,62,47,42,24
Michael Parensen,59.5,57,61,66,65,61,47
Yohann Rivière,49.333333333333336,44,33,58,53,50,58
Jérémy Blayac,49.5,58,42,57,38,49,53
Christian Valdez,60.166666666666664,61,64,69,69,58,40
Melitón Hernández,20.5,31,13,21,22,13,23
Darren Pratley,61.833333333333336,63,60,64,61,61,62
Martin Smedberg-Dalence,70.5,75,78,68,70,77,55
Adrían Bastía,60.666666666666664,62,61,71,63,46,61
Jonathan Legear,64.66666666666667,62,67,64,59,71,65
Leon Best,56.666666666666664,55,55,60,51,52,67
Collantes,57.666666666666664,59,63,58,54,64,48
Scott McDonald,62.5,67,60,67,59,60,62
Patrice Bernier,65.33333333333333,70,63,71,66,64,58
Jakub Wawrzyniak,58.833333333333336,59,67,63,62,54,48
Grzegorz Wojtkowiak,49.5,43,53,63,54,50,34
Markus Halsti,59.333333333333336,59,55,67,69,52,54
Jonathan Brison,66.5,70,68,68,66,69,58
Henri Bienvenu,53.666666666666664,54,44,63,52,52,57
Iven Austbø,29.5,56,22,36,36,13,14
Tom Høgli,51.833333333333336,52,64,63,59,24,49
Sebastian Mila,70.5,73,71,73,71,74,61
Alexandr Novikov,55.5,57,53,62,62,48,51
Atiba Harris,59.666666666666664,59,58,60,57,65,59
Cabrero,23.833333333333332,23,26,23,22,30,19
Guzmán,62.333333333333336,62,67,65,55,73,52
Vicente,72.16666666666667,71,78,76,79,80,49
Juande,56.166666666666664,64,46,67,66,46,48
Olcan Adın,69.16666666666667,70,69,69,67,79,61
Diego Villar,66.5,53,67,69,71,73,66
Gastón Aguirre,40.833333333333336,40,41,47,43,42,32
Marcelo Carrusca,68.0,73,69,68,65,69,64
Paulo Ferrari,59.0,59,58,68,59,63,47
Enrique Bologna,20.166666666666668,31,21,21,22,16,10
Fabián Cubero,60.833333333333336,67,62,65,62,48,61
Andrés Orozco,48.5,50,44,50,51,46,50
Steffen Ernemann,67.0,67,68,67,66,70,64
Dennis Flinta,50.833333333333336,55,47,54,48,49,52
Andy Butler,42.666666666666664,47,41,51,48,17,52
César Delgado,69.83333333333333,70,72,72,65,74,66
Wilson,56.333333333333336,59,63,63,56,40,57
Karim Djellabi,55.333333333333336,54,71,61,55,37,54
Francisco Torres,64.83333333333333,66,60,70,66,68,59
Luis Michel,25.333333333333332,42,18,29,31,18,14
Chris O'Grady,51.5,60,39,58,43,44,65
Lloyd Dyer,56.666666666666664,50,64,65,64,52,45
Florian Dick,63.0,55,71,65,63,63,61
Martin Stoll,38.5,44,32,52,49,23,31
Brian Wilson,60.0,62,67,65,64,66,36
Marco Amelia,22.833333333333332,32,19,33,21,18,14
Cho Sung Hwan,45.5,69,26,56,55,29,38
Hyun Young Min,62.0,55,65,65,66,60,61
Lee Jong Min,61.0,57,65,61,64,63,56
Niki Mäenpää,16.333333333333332,27,16,16,15,12,12
Kirk Broadfoot,43.166666666666664,43,50,58,57,27,24
Grégory Bourillon,58.166666666666664,70,48,69,65,53,44
Bora Körk,17.0,33,15,18,11,12,13
Ian Henderson,62.166666666666664,71,61,62,58,60,61
David Ducourtioux,65.0,73,67,70,70,51,59
Armando,41.666666666666664,46,34,59,46,31,34
Marco Wölfli,19.5,50,12,13,12,16,14
David López,72.5,70,79,72,74,77,63
Arnaud Balijon,22.0,38,10,35,25,14,10
Alan Mannus,21.5,47,13,11,30,14,14
Łukasz Załuska,26.0,19,33,42,38,12,12
Alessandro Frara,57.333333333333336,64,47,69,68,53,43
Daniel Haas,16.166666666666668,17,14,23,22,11,10
Stefanos Kotsolis,23.333333333333332,55,15,23,23,12,12
Vilas Boas,51.5,42,51,64,62,54,36
Roger Johnson,38.166666666666664,32,33,59,56,29,20
Jonas Kamper,66.0,65,69,68,62,66,66
Håkon Opdal,29.5,59,17,38,35,11,17
Don Cowie,62.833333333333336,62,67,68,62,64,54
Kevin Nolan,66.0,73,68,63,60,62,70
Stuart Taylor,17.5,21,13,28,18,13,12
Peter Clarke,39.0,60,25,50,48,38,13
Frode Kippe,48.666666666666664,49,33,56,58,53,43
Trond Olsen,58.666666666666664,63,64,55,49,55,66
Bartholomew Ogbeche,55.833333333333336,46,48,48,64,66,63
Kevin Begois,18.666666666666668,26,12,17,30,13,14
Mikael Antonsson,39.666666666666664,40,40,50,50,32,26
Shola Ameobi,54.0,64,47,58,35,54,66
Kennedy Bakırcıoğlu,71.33333333333333,74,69,69,65,83,68
Michel Breuer,48.666666666666664,46,55,62,56,46,27
Bruno Xadas,66.33333333333333,65,67,69,64,72,61
Victor Massaia,34.666666666666664,32,30,52,27,33,34
Marc Van Heerden,53.5,51,52,70,65,45,38
Vladimir Kovačević,36.0,28,23,58,57,25,25
Mircea Axente,54.5,59,39,61,47,66,55
Gonzalo Ramos,66.66666666666667,65,61,77,72,72,53
Grigoris Kastanos,61.0,69,54,65,63,62,53
Yordan Osorio,36.666666666666664,33,33,50,38,31,35
Aly Mallé,61.333333333333336,58,70,63,57,66,54
Samuel Kalu,52.666666666666664,56,65,59,48,40,48
