Name,Pace,Acceleration,Speed
Marco Thiede,68.5,68,69
Herolind Shala,75.0,75,75
De Los Reyes,76.0,75,77
Jack Baldwin,67.0,67,67
Donovan Léon,48.0,50,46
Cristian Ceballos,76.5,77,76
Herman Stengel,62.0,69,55
Fernando,48.0,49,47
Igor Rossi,51.0,47,55
Milan Borjan,43.5,47,40
Baïssama Sankoh,65.0,67,63
Nick Ansell,65.5,67,64
Jack Grimmer,79.0,79,79
Dejan Janjatović,65.0,66,64
Joshua Smits,56.0,56,56
Menno Koch,45.0,45,45
Mehdi Jeannin,49.5,49,50
Kiko,66.5,65,68
Alberto Almici,77.5,75,80
Michael Ngoo,77.5,77,78
Stanley Elbers,73.5,76,71
Gianmario Comi,66.0,64,68
Rayan Frikèche,50.5,47,54
Michael Smith,80.5,79,82
Dylan McGowan,63.5,62,65
Jak Alnwick,49.5,44,55
Anthony O'Connor,69.0,65,73
Aleksandar Todorovski,71.0,72,70
Marcus Bettinelli,58.0,59,57
Iasmin Latovlevici,72.5,72,73
Tom Trybull,55.5,60,51
Kenny Lala,72.0,70,74
Anass Achahbar,60.5,66,55
Félix Araujo,37.5,42,33
Ousseynou Cissé,48.5,46,51
Mehmet Akyüz,72.5,73,72
Adrián Luna,78.0,79,77
Richard Windbichler,67.0,66,68
Ibrahim Salah,73.0,72,74
Daniel Davari,32.5,31,34
Lawrence Thomas,37.0,32,42
Ashtone Morgan,82.5,79,86
Ben Halloran,84.5,84,85
Joshua Brillante,67.5,66,69
James Jeggo,73.0,72,74
Kamal Issah,62.0,58,66
Kim Dae Ho,76.5,75,78
Richard Lašík,72.5,71,74
Nicolás Peñailillo,74.0,74,74
Reece Wabara,83.5,84,83
Christopher Forrester,75.5,76,75
Nathan Byrne,85.0,90,80
Martin Angha,71.5,68,75
Gerson,58.0,56,60
Weslley,92.0,92,92
Florian Makhedjouf,64.0,66,62
Thorsten Röcher,78.5,81,76
Michael Doughty,66.0,65,67
Kim Byeong Oh,83.5,85,82
Dimitri Bisoli,70.5,68,73
Daniel Amora,65.5,61,70
Leon de Kogel,42.5,33,52
Vojo Ubiparip,71.5,72,71
Riffi Mandanda,45.0,41,49
Servando Carrasco,59.5,55,64
Joe Willis,46.5,47,46
Zeli Ismail,86.0,88,84
Josh Williams,68.5,68,69
Ažbe Jug,51.5,52,51
Fabio Concas,80.5,76,85
Chuks Aneke,51.5,49,54
Zarek Valentin,71.0,69,73
Kofi Sarkodie,80.5,79,82
Ethan White,69.0,69,69
Kim Ojo,69.5,68,71
Christoffer Remmer,77.5,79,76
Ohi Omoijuanfo,72.5,70,75
Jeff Attinella,47.0,41,53
Russell Teibert,72.5,76,69
Daniel Lafferty,76.5,77,76
Federico Furlan,71.5,73,70
Manu Molina,62.5,63,62
Andrea La Mantia,58.5,57,60
Simone Sini,63.0,64,62
Arkadiusz Woźniak,73.0,72,74
Bartłomiej Pawłowski,85.0,85,85
Scott Allan,68.0,72,64
Callum Booth,73.0,73,73
Steven Lawless,73.5,72,75
Florent Ogier,54.0,54,54
Charis Mavrias,77.5,78,77
Christoph Knasmüllner,70.5,69,72
Josh Morris,71.5,77,66
Curtis Nelson,73.5,79,68
Abdenasser El Khayati,70.5,73,68
Giacomo Beretta,68.0,66,70
Terry Antonis,68.5,69,68
Kristof D'Haene,74.0,77,71
Simone Corazza,82.5,84,81
Pulido,46.5,44,49
Joaquín Boghossian,33.0,32,34
Ali Messaoud,65.5,67,64
Giliano Wijnaldum,74.5,76,73
Alessandro Cerigioni,76.5,76,77
Rémi Mulumba,61.5,58,65
Sefa Yılmaz,77.0,77,77
Florent Cuvelier,74.5,79,70
Ricky Holmes,78.0,79,77
Andreas Wittwer,73.5,75,72
Fabian Koch,83.5,82,85
Dionicio Escalante,66.0,65,67
Dennis Hediger,73.5,72,75
Kim Young Wook,71.5,74,69
Ryoichi Maeda,43.5,35,52
Camaldine Abraw,68.5,66,71
Andy Halliday,77.5,76,79
Mustafa Amini,64.5,66,63
Roland Gigolaev,74.0,72,76
Daylon Claasen,80.5,83,78
Elba Rashani,78.0,76,80
Joe Shaughnessy,72.5,73,72
Hallur Hansson,73.0,77,69
Jorge Enríquez,56.0,50,62
Chris Schuler,57.5,51,64
Seth Sinovic,67.5,66,69
Bart Schenkeveld,70.0,69,71
Edu Oriol,77.0,76,78
Boadu Maxwell Acosty,81.5,85,78
Aaron Martin,58.0,64,52
Ben Zemanski,62.0,69,55
Eric Alexander,69.0,69,69
Eric Larsson,80.5,79,82
Martin Lorentzson,70.5,72,69
Mateusz Możdżeń,76.5,76,77
Fofo,70.0,66,74
Miguel Angel Sansores,75.0,74,76
Luciano Castán,65.0,68,62
Hiroki Mizumoto,58.0,58,58
Clemens Fandrich,76.5,81,72
Ibrahim Rabiu,78.0,81,75
Nahir Besara,67.0,69,65
Je-Vaughn Watson,79.0,79,79
Elvis González,58.0,53,63
Tonia Tisdell,85.0,85,85
Luis Gutiérrez,62.5,64,61
Crivellaro,61.0,67,55
Nathaniel Mendez-Laing,86.0,87,85
Alexey Pomerko,70.0,66,74
Kevin Gomis,53.5,53,54
Kevin Long,53.5,53,54
James Collins,71.5,70,73
Lee Brown,74.5,71,78
Aaron Wildig,74.0,76,72
David Wotherspoon,77.5,80,75
Musa Nizam,67.5,67,68
Sebastián Gallegos,66.5,69,64
Tiago Almeida,78.0,77,79
Michel García,70.0,72,68
David Drocco,67.5,74,61
Fabio Pisacane,55.0,55,55
Vladimir Dyadyun,69.5,74,65
Thiago Cardoso,53.5,53,54
Ash Taylor,67.5,63,72
Stephan Salger,73.5,74,73
Piotr Tomasik,64.0,66,62
Osama Malik,72.0,71,73
Shane Ferguson,75.0,74,76
Scott Neville,62.5,63,62
Dilly Duka,69.0,73,65
Rodolfo Vilchis,80.5,79,82
Maksim Bordachev,70.5,72,69
Anton Wede,71.0,76,66
Rhyan Grant,73.0,74,72
Peter Abrahamsson,41.5,41,42
Erik Friberg,44.5,34,55
Cho Chan Ho,75.0,75,75
Lee Chang Hoon,82.5,84,81
Kwon Soon Hyung,34.0,34,34
Akira Takeuchi,43.0,39,47
Yosuke Fujigaya,32.5,33,32
Dejan Jaković,49.0,46,52
Jesús Isijara,72.5,69,76
Tobias Sana,75.0,80,70
Robert Lundström,83.0,84,82
Luciano Civelli,68.0,68,68
Rob Kiernan,66.5,67,66
Tosaint Ricketts,93.0,93,93
Mana Dembélé,81.0,81,81
Jonathan Obika,72.5,72,73
Hiroshi Ibusuki,64.5,66,63
Jahir Barraza,76.0,76,76
Riccardo Brosco,53.5,54,53
Michael Sollbauer,52.0,45,59
Sheanon Williams,79.0,77,81
Daniel Gustavsson,89.0,89,89
Lyle Taylor,81.5,81,82
Jordan Clarke,77.0,77,77
Paul Coutts,72.0,70,74
Dieter Elsneg,84.5,85,84
Hugo Fraile,78.5,77,80
Dalibor Veselinović,34.5,33,36
Carlos Lázaro,58.0,58,58
Damien McCrory,67.5,69,66
Daniele Gasparetto,50.0,51,49
Gianluigi Bianco,72.0,74,70
Thomas Reifeltshammer,49.5,31,68
Iriondo,77.0,76,78
Radek Dejmek,66.0,62,70
Jeffrén,73.0,74,72
Stuart O'Keefe,69.5,71,68
Barış Memiş,76.5,78,75
Maic Sema,74.0,77,71
Christopher Telo,79.5,80,79
Peter Pawlett,84.0,83,85
Adam Chicksen,77.0,78,76
Alex Cisak,57.5,57,58
Atdhe Nuhiu,37.5,40,35
Johan Mårtensson,60.5,68,53
Christian Klem,82.5,86,79
Jason Steele,56.0,55,57
Marcin Pietrowski,66.5,70,63
Liam Sercombe,75.5,74,77
Antonio Zito,77.5,75,80
Edouard Butin,70.5,73,68
David Ulm,74.5,77,72
Guyon Fernandez,75.5,74,77
Anthony Lippini,66.5,65,68
Jon McLaughlin,53.5,55,52
Alberto Pomini,44.0,44,44
Adrian Nikçi,79.0,80,78
Shaun Brisley,66.0,67,65
Neco,73.5,72,75
Azamat Zaseev,61.0,64,58
Adlan Katsaev,57.5,63,52
Martijn van der Laan,69.0,72,66
Milan Milanović,66.0,66,66
Erik Pimentel,66.0,66,66
Jo Su Huk,34.0,31,37
Raphael Wolf,36.5,36,37
Daniel Christensen,69.5,70,69
Pavels Šteinbors,36.5,38,35
Luca Di Matteo,72.5,72,73
Pedrinho,67.5,68,67
Nikola Gulan,66.0,66,66
Andrew Jacobson,62.0,59,65
José Carvallo,53.0,52,54
Piotr Polczak,32.5,33,32
Khaled Adenon,59.0,59,59
Chance Myers,77.5,76,79
Tony Beltran,78.0,80,76
Daniel Arreola,72.5,72,73
Christian Landu Landu,62.0,69,55
Liam Kelly,74.0,73,75
Ruymán,68.5,71,66
Henrik Ojamaa,85.5,86,85
Gavin Gunning,74.0,68,80
Juanmi Callejón,75.5,75,76
Robin Henkens,65.0,67,63
Tommy Høiland,80.5,79,82
Yohann Thuram,38.5,39,38
Gary Madine,64.5,64,65
Mattia Mustacchio,84.5,87,82
Dorian Dervite,49.0,48,50
Josué Ayala,34.5,33,36
Joachim Thomassen,79.5,80,79
Fredrik Brustad,87.5,83,92
Richard Sukuta-Pasu,72.5,73,72
Peter Orry Larsen,66.5,69,64
Alfonso Blanco,55.5,57,54
Daniel Toth,72.0,75,69
Alexander Stolz,47.0,48,46
Jordan Spence,72.5,68,77
Joe Jacobson,73.0,72,74
Jonatan Tollås Nation,62.0,63,61
Manuel Hornig,36.5,39,34
Bruce Abdoulaye,61.5,60,63
Fabian Müller,76.5,77,76
Danny Hylton,68.5,68,69
Greg Bolger,58.0,59,57
Lucas Silva,65.5,66,65
Sam Hird,54.0,52,56
Alexandr Prudnikov,68.5,67,70
Mao Jianqing,71.5,75,68
Nigel Boogaard,37.0,40,34
Oumar Sissoko,53.5,58,49
André Hainault,57.0,59,55
Ahmed Ibrahim Ateef,63.0,63,63
Park Won Jae,81.5,73,90
Oliver Bozanic,75.5,77,74
Manuel Viniegra,65.5,64,67
David Worrall,80.0,82,78
Stefan Maierhofer,35.5,33,38
Amin Nouri,77.0,77,77
Simon Church,73.0,71,75
Hassane Alla,52.0,54,50
Takayuki Morimoto,66.5,66,67
Ludovic Sylvestre,62.5,63,62
Kaká,32.0,31,33
Erik Jendrišek,79.0,79,79
Ludovic Gamboa,74.5,75,74
Yves De Winter,49.5,45,54
David Da Costa,42.5,45,40
Andreas Nordvik,75.0,74,76
Dominic Oduro,90.0,90,90
Kai Bülow,52.5,46,59
Cyriaque Louvion,44.0,46,42
Mickaël Tavares,62.5,63,62
Craig Alcock,70.0,68,72
Massimo Zappino,49.0,49,49
Andy Williams,74.0,76,72
Luis Martínez,63.0,63,63
Karim Guédé,58.5,55,62
Franck Moussa,75.5,75,76
Julien Toudic,73.5,71,76
Zdeněk Zlámal,46.5,45,48
Marco Canchila,45.5,47,44
Carlos Díaz,66.0,64,68
Jean Calvé,59.5,64,55
Robert Milsom,67.5,68,67
Jung In Whan,73.5,72,75
Lee Sung Hyun,79.0,78,80
Marc Burch,69.0,69,69
Glen Moss,39.5,36,43
Tam Scobbie,53.5,52,55
Simon Eastwood,50.0,48,52
Lucas Akins,79.0,79,79
Lloyd James,53.5,51,56
Miles Addison,47.5,46,49
Berat Sadik,59.0,58,60
Eggert Jónsson,51.0,49,53
Borda,45.0,42,48
Diego Lagos,75.0,75,75
Tobias Mikkelsen,81.0,83,79
Ed Upson,68.0,66,70
Oscar Díaz,64.5,63,66
Cirio,83.0,85,81
David Forde,44.5,47,42
Marino Defendi,79.0,81,77
Brendan Moloney,71.5,73,70
Ben Hamer,45.0,45,45
Scott Laird,69.5,71,68
Danny Guthrie,52.5,54,51
Israel Villaseñor,41.5,40,43
Michael O'Connor,66.5,67,66
Michael Gardyne,81.5,80,83
Elmar Bjarnason,66.5,66,67
Michael McGlinchey,71.5,73,70
André Bahia,49.5,53,46
Marco Jiménez,51.0,50,52
Goran Karanović,73.0,71,75
Raffaele Schiavi,48.5,34,63
Matt Done,79.5,80,79
Denni Avdić,49.0,53,45
Anri Khagush,68.5,66,71
Nicky Adams,76.5,84,69
Jakub Tosik,74.5,75,74
Wojciech Kędziora,51.5,48,55
Federico León,59.0,57,61
Billy Clarke,70.0,67,73
Jason Demetriou,77.0,76,78
Grzegorz Bonin,58.0,54,62
Craig Davies,61.0,54,68
Marek Wasiluk,53.5,52,55
David Raven,68.0,66,70
Jason Hernandez,59.5,64,55
Marcel de Jong,68.0,68,68
Chad Barrett,65.5,65,66
Tony McMahon,67.5,66,69
Daniel Fernandes,33.5,34,33
Chris Dagnall,71.5,72,71
Tomasz Brzyski,69.5,69,70
Joe Walsh,69.5,66,73
Gaëtan Krebs,67.5,72,63
Jamie Young,47.0,50,44
Mauricio Caranta,48.5,46,51
Brendon Santalab,67.5,69,66
Sergiy Pylypchuk,72.0,70,74
Sebastián Penco,55.0,55,55
Henrico Drost,40.5,42,39
Radosław Cierzniak,39.0,36,42
Santamaría,69.0,70,68
David de Paula,70.0,71,69
Conrad Logan,46.5,55,38
Edgar Dueñas,38.5,43,34
Shamil Asildarov,62.5,61,64
Queco Piña,39.0,42,36
Paul Robinson,29.0,30,28
Manuel Coppola,73.5,78,69
Bob Harris,70.5,72,69
Osvaldo Barsottini,33.5,34,33
Peter Larsson,37.5,35,40
Claes Kronberg,77.5,78,77
Knut Olav Rindarøy,80.0,79,81
Luis Ricardo Esqueda,68.0,69,67
Gennaro Sardo,34.0,34,34
Andrew Considine,57.5,54,61
Richard Wood,32.5,33,32
Thomas Gebauer,50.5,49,52
Dexter Blackstock,55.0,55,55
Tomáš Černý,43.0,53,33
Lewis Buxton,63.5,63,64
Stephen McManus,40.0,34,46
Stephan Petersen,85.5,86,85
Leon Clarke,65.5,67,64
Martin Woods,75.0,74,76
Scott Brown,51.0,52,50
Marko Stanković,72.0,74,70
James Coppinger,58.5,64,53
Brian Vandenbussche,46.0,47,45
Łukasz Madej,69.5,65,74
Felipe Sanchón,75.0,76,74
Iago Bouzón,45.5,50,41
Ripa,76.0,75,77
Saizar,37.5,32,43
Migue,50.0,48,52
Luciano Vella,64.5,64,65
Mauro Rosales,60.5,59,62
Iván Furios,46.5,39,54
Leonardo Di Lorenzo,67.5,68,67
Milovan Mirošević,50.0,53,47
Paul Quinn,57.0,62,52
Paddy McCourt,51.5,51,52
Mark-Jan Fledderus,44.0,48,40
Greg Halford,54.0,55,53
Cho Won Hee,74.0,75,73
Daniel Lopar,40.0,42,38
Bryan Bergougnoux,64.5,68,61
Dean Lewington,53.5,54,53
Josh Saunders,52.0,53,51
Anouar Hadouir,56.5,64,49
Adriano Russo,54.5,54,55
Lionel Cappone,48.5,48,49
Brian Carroll,58.5,64,53
Kim Yong Dae,50.5,50,51
Eric Marester,72.5,72,73
Dean Bowditch,69.0,69,69
Christoffer Källqvist,23.0,23,23
François Pantxi Sirieix,40.0,44,36
Chaouki Ben Saada,69.0,70,68
Luke McCormick,37.5,33,42
Carlos García,42.0,41,43
Nicolas Timmermans,64.0,66,62
Nick Montgomery,52.5,49,56
Nathan Tyson,90.0,89,91
Lloyd Doyley,58.0,60,56
Lee Holmes,76.5,76,77
Jobi McAnuff,66.0,67,65
Espen Bugge Pettersen,29.5,34,25
Nelson Ferreira,71.5,66,77
Jon Jönsson,58.0,61,55
Morten Nordstrand,74.0,73,75
Eugène Ekobo,50.0,49,51
James McFadden,58.5,61,56
Keith Lasley,45.0,47,43
Theo Zwarthoed,34.5,35,34
Martin Albrechtsen,61.0,58,64
Toifilou Maoulida,60.0,59,61
Ferdinando Coppola,34.5,34,35
Jérémie Bréchet,21.0,21,21
Aaron Wilbraham,43.0,33,53
Martin Mikovič,77.5,76,79
Patrick Cutrone,55.0,55,55
Ronaldo Tavares,54.0,50,58
Maksym Bilyi,60.0,59,61
Diego Medeiros,77.0,77,77
Jovan Stojanović,59.0,53,65
Andriy Bliznichenko,79.5,78,81
Vasyl Kravets,73.0,72,74
Adul Seidi,66.0,67,65
Sinan Kurt,65.5,64,67
Iván Centurión,43.0,43,43
Davidson,74.0,72,76
Sergio Vergara,69.5,69,70
Lee Jeong Bin,71.5,70,73
José Guillermo Ortiz,76.5,77,76
Joe Abrigo,77.0,78,76
Bruno Wilson,59.0,62,56
Marc Gual,68.5,65,72
Aymen Barkok,69.0,70,68
Arnaud Nordin,76.5,75,78
Fabricio Bustos,74.5,75,74
Marc Cardona,73.5,76,71
Diego Barrios,27.0,29,25
Kingsley Madu,76.5,78,75
Pedro Aquino,60.5,55,66
Sergio Peña,65.5,67,64
Nito Carbelho,73.5,73,74
Elton Coengo,57.0,67,47
Pelle Clement,73.5,75,72
Markel Areitio,43.5,44,43
Alex Pozo,67.5,69,66
Sebastián Gorga,72.0,71,73
Alberto Picchi,68.0,68,68
Teodoro Paredes,58.0,57,59
Matic Fink,62.5,63,62
Luca Strizzolo,64.0,65,63
Sekou Konde,63.0,63,63
Álvaro Arencibia,67.5,66,69
Berkay Özcan,66.0,67,65
Dylan Flores,70.5,73,68
Vyacheslav Churko,75.5,71,80
Guus Til,65.5,69,62
Milan Massop,66.0,67,65
Dylan Bronn,65.0,66,64
Dejan Trajkovski,63.0,68,58
Germán Camacho,61.0,60,62
Quim Araujo,55.5,57,54
Kubilay Sönmez,57.5,58,57
Derrick Jones,69.0,69,69
Jean Carlos,66.0,65,67
Bruno Gomes,75.5,76,75
Gabriele Marchegiani,31.0,29,33
Idé,41.5,40,43
Thabiso Khutumela,78.0,79,77
Riyaad Norodien,81.0,82,80
Mattia Finotto,80.5,85,76
Luís Rocha,53.0,54,52
Ivica Žunić,59.5,63,56
Dávid Guba,71.5,73,70
Mathieu Chemin,61.0,58,64
Janota,29.0,26,32
Houssem Aouar,76.0,75,77
Óscar Franco,47.5,46,49
Francesco Margiotta,55.5,56,55
Efecan Karaca,83.5,84,83
Romain Bayard,77.5,77,78
Taha Yalçıner,64.0,64,64
Kristian Pedersen,66.5,67,66
Dominik Dinga,62.0,63,61
Soriano,34.0,34,34
Edmore Chirambadare,76.0,75,77
László Bénes,66.0,68,64
Anzor Sanaia,69.0,63,75
Frederic Ananou,80.5,78,83
Edouard Mendy,26.5,23,30
Bakaye Dibassy,75.5,76,75
Juan Leiva,72.0,69,75
Nazareno Solís,81.0,83,79
Peter Etebo,78.5,79,78
Ahmet Dereli,63.5,64,63
Niklas Hauptmann,72.0,79,65
Atomu Tanaka,77.5,72,83
Louis Samson,64.5,54,75
Aschraf El Mahdioui,70.5,72,69
Indy Groothuizen,24.0,28,20
Renato Tarifeño,81.0,77,85
Tamás Szántó,70.5,69,72
Khaly Thiam,69.0,69,69
Jacobo Kouffaty,70.0,72,68
Yangel Herrera,66.0,64,68
Tomás Nuninho,52.5,48,57
Kainho Selva,66.0,64,68
Naldo Freidinha,70.0,77,63
Mardial Cunha,69.5,67,72
Francisco Afonso,76.5,77,76
Asahi Masuyama,90.5,89,92
Blas Riveros,83.5,83,84
Saeid Ezatolahi,60.0,60,60
Seiya Fujita,72.0,60,84
Shunsuke Kikuchi,73.5,71,76
Shota Arai,49.0,48,50
Tatsuya Hasegawa,85.5,88,83
Matías Quiroga,41.5,34,49
Giorgi Shelia,38.0,38,38
Amir Hadziahmetovic,68.5,68,69
Hisashi Jogo,62.0,66,58
Kosuke Taketomi,61.0,59,63
Seigo Kobayashi,76.0,76,76
Hidekazu Otani,55.5,57,54
Ryota Nagaki,51.5,49,54
Kazunori Yoshimoto,56.5,58,55
Ryoya Ogawa,79.5,81,78
Yota Akimoto,44.0,47,41
Choi Kyu Baek,68.0,66,70
Cayman Togashi,72.0,80,64
Yoshiki Takahashi,57.0,58,56
Masato Fujita,66.0,68,64
Lautaro Comas,85.0,86,84
José Méndez,81.0,83,79
Kim Min Hyeok,76.5,78,75
Kentaro Oi,52.0,54,50
Taisuke Nakamura,68.0,65,71
Kohei Shimizu,81.5,82,81
Tatsuya Morita,28.0,27,29
Diego Zabala,69.5,70,69
Yusuke Chajima,71.0,74,68
Sho Sasaki,70.5,70,71
Hitoshi Shiota,21.5,24,19
Yasuhiro Hiraoka,53.0,53,53
Shun Obu,72.0,73,71
Vitor Costa,67.5,67,68
Yūki Mutō,73.0,77,69
Daisuke Nasu,55.0,64,46
Koki Otani,42.5,43,42
Gaëtan Perrin,78.0,78,78
Gastón Bottino,64.5,62,67
Maximiliano Lugo,65.5,63,68
Milan Jevtovic,78.5,78,79
Stefan Silva,71.0,75,67
Franco Mazurek,79.5,78,81
Agustín Bouzat,75.0,77,73
Farouk Miya,80.5,82,79
Carlos Sinisterra,80.5,82,79
Gonzalo Bazán,68.5,70,67
Mohamed Benyettou,75.0,71,79
Neri Bandiera,75.5,75,76
Brandon Vincent,77.5,76,79
Miguel Solís,33.0,26,40
Tsubasa Endoh,73.5,78,69
Vedran Jugović,73.0,75,71
Fredrik Aursnes,75.5,75,76
Leonardo Ruíz,61.5,58,65
Álvaro Tejero,77.5,78,77
Maecky Ngombo,75.5,75,76
Kevin Londoño,67.0,71,63
Romain Del Castillo,77.0,77,77
Robert Gojani,70.5,75,66
Jamie Hopcutt,78.0,79,77
Dennis Widgren,69.5,72,67
Douglas Bergqvist,55.5,54,57
Brahim Díaz,80.0,82,78
Philipp Lienhart,59.0,61,57
Jalil Elías,72.0,71,73
Mathieu Cafaro,77.0,77,77
Dorian Caddy,65.5,66,65
Boris Radunović,41.5,42,41
Hugo Rama,61.0,63,59
Martin Bukata,68.5,73,64
Leandro Rodríguez,69.5,69,70
Lucas Galvão,73.5,75,72
Faiz Selemani,83.0,85,81
Ademola Lookman,84.0,84,84
Nacho,76.5,78,75
Nacho Gil,70.5,73,68
Leandrinho,80.0,83,77
Marco Tagbajumi,81.0,82,80
Alisson Farias,80.0,81,79
Mert Örnek,73.0,74,72
Marin Oršulić,67.5,66,69
Jay-Roy Grot,70.5,67,74
Sero Rochedo,59.5,60,59
Emílio Trevões,89.5,88,91
Paulito Zanon,60.0,63,57
Henrique Jardinel,58.0,42,74
Nuno Moldeiro,47.0,49,45
Bruno Fagundeiro,60.5,61,60
João Gerster,64.5,61,68
Edu Selneira,67.5,69,66
Marcelo Vildeia,84.0,81,87
Renan Tojeiras,49.5,47,52
Adnan Vidual,65.5,62,69
Lúcio Corteijo,47.0,49,45
Lucas Mantela,66.0,60,72
Peter Abradanel,16.5,14,19
Lassana Coulibaly,76.0,74,78
Enock Kwateng,70.0,73,67
Dave Romney,68.5,69,68
Daniele Mignanelli,78.0,74,82
Borja Domingo,53.5,55,52
Kilian Grant,72.0,72,72
Mayron George,77.0,76,78
Jérémy Vachoux,43.5,42,45
Philipp Ochs,73.0,77,69
Uroš Korun,60.0,58,62
Shamil Gasanov,64.0,61,67
Gökhan Akkan,48.0,48,48
Simone Rapp,72.0,80,64
Hugo Gomes,60.5,59,62
Arroyo,87.0,85,89
Miloš Degenek,66.5,69,64
Arturo Calabresi,66.5,64,69
Víctor Morales,60.5,52,69
Daniel Alexis Castillo,48.0,45,51
Pablo Rojas,91.0,90,92
Batraz Khadartsev,75.0,73,77
Georgiy Zotov,77.0,77,77
Àlex Corredera,55.5,55,56
Christian Tabó,77.5,77,78
Thomas Ouwejan,64.5,67,62
Jan Kliment,70.0,68,72
Pantelis Hatzidiakos,64.0,66,62
Muhammed Bayır,75.5,76,75
Serdar Deliktaş,75.5,75,76
Branislav Niňaj,39.5,43,36
Jeppe Kjær,82.5,84,81
Kévin N'Doram,56.5,58,55
Daniel Angulo,64.5,66,63
Olivier Myny,82.0,79,85
Grégoire Amiot,52.0,52,52
Manuel Guanini,31.5,32,31
Ludcinio Marengo,87.0,88,86
Gift Motupa,68.0,67,69
André Green,80.0,79,81
Ricardo Bagadur,53.5,52,55
Ramiro Ballivián,65.0,66,64
Diego Alende,59.5,58,61
Lukas Görtler,67.0,67,67
Edison Tarabai,77.5,78,77
Ezequiel Ávila,78.0,77,79
Adrian Dabasse,66.0,64,68
Mamadou Thiam,75.0,74,76
Pape Abou Cissé,59.0,64,54
Valtteri Moren,44.0,49,39
Romuald Lacazette,76.0,74,78
Bernabé,45.5,45,46
Oh Seung Hoon,45.5,43,48
Arquímedes Figuera,67.5,69,66
Chi Zhongguo,72.5,73,72
Luciano Ospina,54.0,55,53
John McCarthy,44.5,45,44
Beni Badibanga,81.5,83,80
Josip Barišić,62.5,63,62
Maximiliano Calzada,74.0,73,75
Calvin Verdonk,70.5,73,68
Gastón Giménez,57.0,48,66
Jodi Jones,89.5,90,89
Maximilian Mittelstädt,73.5,75,72
Misael Riascos,85.5,85,86
Oh Chang Hyeon,74.5,75,74
Pedro Monteiro,34.0,34,34
Elías Már Ómarsson,84.5,86,83
Alexandre Vincent,75.0,75,75
Wilder Mosquera,47.0,46,48
Michael Zetterer,41.5,39,44
Roberto Brum,63.5,62,65
Agustín Rossi,43.5,43,44
Diego Gregori,71.5,72,71
Konstantin Kerschbaumer,66.5,68,65
Alessio Vita,78.0,84,72
Ignacio Boggino,37.0,40,34
John Varela,91.0,92,90
Léiner Escalante,75.0,78,72
David Ramirez,77.5,77,78
Matías Castro,46.0,45,47
Felipe Banguero,72.5,70,75
Jang Hyun Soo,75.5,76,75
Arley Rodríguez,84.5,83,86
Ramón Córdoba,61.5,68,55
Ferhad Ayaz,72.5,73,72
Aron Elís Thrándarson,75.5,76,75
Sergio Santos,91.5,91,92
Matías Giordano,37.0,36,38
Kieran Dowell,73.0,73,73
Renzo Vera,47.5,47,48
Lucas Villarruel,70.5,70,71
Hwang Hee Chan,81.5,82,81
Sean Davis,68.0,69,67
Thilo Kehrer,67.0,66,68
Desevio Payne,71.0,67,75
Chey Dunkley,60.5,59,62
Milen Gamakov,55.0,51,59
Elliot Käck,83.5,80,87
Gaston Camara,82.0,82,82
Boubacar Barry,68.0,69,67
Maximilian Dittgen,76.0,77,75
Bruce Kamau,90.0,89,91
Anuar,72.5,73,72
Kasim Adams Nuhu,65.0,64,66
Kingsley Ehizibue,79.5,80,79
Gyrano Kerk,86.5,88,85
George Puşcaş,70.0,73,67
Ilzat Akhmetov,75.5,74,77
Alexandr Zuev,73.5,74,73
Marlon Frey,60.0,65,55
Stiven Vega,68.5,65,72
Abdulrahman Al Shammari,87.0,86,88
Maurice Hirsch,59.0,63,55
Kaan Baysal,66.5,68,65
Jhon Duque,66.5,68,65
Gennaro Acampora,63.0,66,60
Mickaël Latour,75.0,71,79
Ivan Provedel,42.5,44,41
Tomáš Malec,61.0,55,67
Rafael Barrios,69.5,71,68
Alexey Pugin,77.0,76,78
Yin Hongbo,65.5,67,64
Israel Poblete,71.5,71,72
Andrea Arrighini,64.5,65,64
Pietro Visconti,58.0,62,54
Emiliano Tellechea,72.5,72,73
Adrián Scifo,72.5,73,72
Yann,67.5,68,67
Lucas Hoyos,50.5,58,43
Taras Romanchuk,64.5,69,60
Nicolás Stefanelli,75.0,77,73
Serge Leuko,77.0,75,79
Oğuzhan Aydoğan,67.0,68,66
Iván Calero,69.0,69,69
Nick Olij,45.5,45,46
Karim Hafez,76.0,74,78
Lewie Coyle,74.5,75,74
Gabriel Diaz,57.0,55,59
Néstor Breitenbruch,66.0,65,67
Hervé Matthys,65.0,63,67
Daniel González,73.5,73,74
Franco Acosta,72.0,75,69
Marvin Schulz,59.0,54,64
Jonathan Damián Iglesias,68.0,68,68
Sacha Clémence,69.5,67,72
Mauricio Asenjo,63.5,61,66
Muğdat Çelik,77.5,78,77
Aykut Çeviker,63.5,62,65
Rafik Boujedra,71.5,69,74
Lihué Prichoda,79.5,80,79
Cristian Manea,74.0,73,75
Batuhan Altıntaş,71.5,67,76
Dimitri Oberlin,78.0,81,75
Julius Biada,71.0,73,69
Luke Berry,74.0,75,73
Erten Ersu,36.5,39,34
Edoardo Lancini,66.5,64,69
Gilles Ruyssen,48.0,50,46
Fausto Grillo,74.0,72,76
Nicolas Rommens,55.0,62,48
